m_id,m_nLine,m_nLineA,m_nLen,m_nLenA,m_gametext
204801013,3,2,20,12,"['～トラベラーストーリー[権力]～\n未来の旦那様を探している\n狩人のベルティナ。\n素敵な男の人の噂をたどり、\n【ヴァローレ】を訪れた。', '', '', '', '', '', '', '', '', '', '', '']"
204801014,3,2,20,12,"['【仮】ベルティナ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204801015,3,2,20,12,"['【仮】ベルティナ 1章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
204801016,3,2,20,12,"['【仮】ベルティナ 1章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
204802011,3,2,20,12,"['ベルティナ', '', '', '', '', '', '', '', '', '', '', '']"
204802012,3,2,20,12,"['狩人たちの宮廷生活', '', '', '', '', '', '', '', '', '', '', '']"
204802013,3,2,20,12,"['～トラベラーストーリー[権力]～\n噂通り、エヴィンは\n素敵そうな狩人だった。\n初めての恋にベルティナは、\nどうすればいいかわからずにいた。', '', '', '', '', '', '', '', '', '', '', '']"
204802014,3,2,20,12,"['【仮】ベルティナ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204802015,3,2,20,12,"['【仮】ベルティナ 2章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
204802016,3,2,20,12,"['【仮】ベルティナ 2章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
204803011,3,2,20,12,"['ベルティナ', '', '', '', '', '', '', '', '', '', '', '']"
204803012,3,2,20,12,"['泣いたり笑ったり', '', '', '', '', '', '', '', '', '', '', '']"
204803013,3,2,20,12,"['～トラベラーストーリー[権力]～\n一緒に狩りをすることで、\nエヴィンとの距離を縮めたベルティナ。\nとうとう想い人への告白を決意する。', '', '', '', '', '', '', '', '', '', '', '']"
204803014,3,2,20,12,"['【仮】ベルティナ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204803015,3,2,20,12,"['【仮】ベルティナ 3章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
204803016,3,2,20,12,"['【仮】ベルティナ 3章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
204804011,3,2,20,12,"['ベルティナ', '', '', '', '', '', '', '', '', '', '', '']"
204804012,3,2,20,12,"['大切な友達として', '', '', '', '', '', '', '', '', '', '', '']"
204804013,3,2,20,12,"['～トラベラーストーリー[権力]～\n告白を断られたベルティナだが、\nエヴィンのことを諦めきれずにいた。\n例え結婚できなくても、\n彼女はエヴィンの側にいたいようだ。', '', '', '', '', '', '', '', '', '', '', '']"
204804014,3,2,20,12,"['【仮】ベルティナ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204804015,3,2,20,12,"['【仮】ベルティナ 4章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
204804016,3,2,20,12,"['【仮】ベルティナ 4章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
204804025,3,2,20,12,"['【仮】ベルティナ 4章 タスク2目標', '', '', '', '', '', '', '', '', '', '', '']"
204804026,3,2,20,12,"['【仮】ベルティナ 4章 タスク2概要', '', '', '', '', '', '', '', '', '', '', '']"
204804035,3,2,20,12,"['【仮】ベルティナ 4章 タスク3目標', '', '', '', '', '', '', '', '', '', '', '']"
204804036,3,2,20,12,"['【仮】ベルティナ 4章 タスク3概要', '', '', '', '', '', '', '', '', '', '', '']"
204901011,3,2,20,12,"['ランディ', '', '', '', '', '', '', '', '', '', '', '']"
204901012,3,2,20,12,"['お調子者のランディ', '', '', '', '', '', '', '', '', '', '', '']"
204901013,3,2,20,12,"['～トラベラーストーリー[名声]～\n故郷に伝わる成人の儀式のため、\n【コランバイン】にやってきた\n狩人ランディ。儀式を終えるには、\n【仮ラットキン】を狩る必要がある。', '', '', '', '', '', '', '', '', '', '', '']"
204901014,3,2,20,12,"['【仮】ランディ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204901015,3,2,20,12,"['ゾヤックを探せ', '', '', '', '', '', '', '', '', '', '', '']"
204901016,3,2,20,12,"['雪フィールドのどこかにゾヤックが居るはずだ', '', '', '', '', '', '', '', '', '', '', '']"
204902011,3,2,20,12,"['ランディ', '', '', '', '', '', '', '', '', '', '', '']"
204902012,3,2,20,12,"['弱点を突け', '', '', '', '', '', '', '', '', '', '', '']"
204902013,3,2,20,12,"['～トラベラーストーリー[名声]～\n【仮ラットキン】に\n返り討ちにされたランディ。\n彼は【仮ラットキン】について、\n地元の狩人から聞くことにした。', '', '', '', '', '', '', '', '', '', '', '']"
204902014,3,2,20,12,"['【仮】ランディ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204902015,3,2,20,12,"['狩人から話を聞け', '', '', '', '', '', '', '', '', '', '', '']"
204902016,3,2,20,12,"['雪タウンの狩人から話しを聞けるはずだ', '', '', '', '', '', '', '', '', '', '', '']"
204902025,3,2,20,12,"['ゾヤックを倒せ', '', '', '', '', '', '', '', '', '', '', '']"
204902026,3,2,20,12,"['弱点は分かったのであとは倒すだけだ', '', '', '', '', '', '', '', '', '', '', '']"
204903011,3,2,20,12,"['ランディ', '', '', '', '', '', '', '', '', '', '', '']"
204903012,3,2,20,12,"['とんでもない勘違い', '', '', '', '', '', '', '', '', '', '', '']"
204903013,3,2,20,12,"['～トラベラーストーリー[名声]～\n倒すべき魔物は、\n【仮ラットキング】ではなく\n【仮ラットキング】だと判明した。\n成人の儀式をやり遂げるため、\nランディは狩りに出る。', '', '', '', '', '', '', '', '', '', '', '']"
204903014,3,2,20,12,"['【仮】ランディ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204903015,3,2,20,12,"['フロストベアを探せ', '', '', '', '', '', '', '', '', '', '', '']"
204903016,3,2,20,12,"['雪フィールドのどこかにフロストベアが居るはずだ', '', '', '', '', '', '', '', '', '', '', '']"
204904011,3,2,20,12,"['ランディ', '', '', '', '', '', '', '', '', '', '', '']"
204904012,3,2,20,12,"['儀式の真意', '', '', '', '', '', '', '', '', '', '', '']"
204904013,3,2,20,12,"['～トラベラーストーリー[名声]～\nまたも返り討ちに遭ったランディ。\n【仮ラットキング】を倒すには、\nやはり弱点を突かなければ\nならないだろう。', '', '', '', '', '', '', '', '', '', '', '']"
204904014,3,2,20,12,"['【仮】ランディ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
204904015,3,2,20,12,"['フロストベアの弱点を探れ', '', '', '', '', '', '', '', '', '', '', '']"
204904016,3,2,20,12,"['フロストベアを観察すれば弱点が見えてくるはずだ', '', '', '', '', '', '', '', '', '', '', '']"
205001011,3,2,20,12,"['イルゼ', '', '', '', '', '', '', '', '', '', '', '']"
205001012,3,2,20,12,"['未来の大商人', '', '', '', '', '', '', '', '', '', '', '']"
205001013,3,2,20,12,"['【仮】イルゼあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205001014,3,2,20,12,"['【仮】イルゼ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205001015,3,2,20,12,"['村で目利きをしよう', '', '', '', '', '', '', '', '', '', '', '']"
205001016,3,2,20,12,"['海タウンで目利きをする', '', '', '', '', '', '', '', '', '', '', '']"
205002011,3,2,20,12,"['イルゼ', '', '', '', '', '', '', '', '', '', '', '']"
205002012,3,2,20,12,"['目利きのコツ', '', '', '', '', '', '', '', '', '', '', '']"
205002013,3,2,20,12,"['【仮】イルゼあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205002014,3,2,20,12,"['【仮】イルゼ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205002015,3,2,20,12,"['トレサに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205002016,3,2,20,12,"['海タウンでトレサに会いに行く', '', '', '', '', '', '', '', '', '', '', '']"
205002025,3,2,20,12,"['トレサに報告しよう', '', '', '', '', '', '', '', '', '', '', '']"
205002026,3,2,20,12,"['海タウンでトレサに会いに行く', '', '', '', '', '', '', '', '', '', '', '']"
205003011,3,2,20,12,"['イルゼ', '', '', '', '', '', '', '', '', '', '', '']"
205003012,3,2,20,12,"['先輩商人', '', '', '', '', '', '', '', '', '', '', '']"
205003013,3,2,20,12,"['【仮】イルゼあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205003014,3,2,20,12,"['【仮】イルゼ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205003015,3,2,20,12,"['村で目利きをしよう', '', '', '', '', '', '', '', '', '', '', '']"
205003016,3,2,20,12,"['海タウンで目利きをする', '', '', '', '', '', '', '', '', '', '', '']"
205003025,3,2,20,12,"['トレサに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205003026,3,2,20,12,"['海タウンでトレサに会いに行く', '', '', '', '', '', '', '', '', '', '', '']"
205003035,3,2,20,12,"['トレサに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205003036,3,2,20,12,"['海タウンでトレサに会いに行く', '', '', '', '', '', '', '', '', '', '', '']"
205004011,3,2,20,12,"['イルゼ', '', '', '', '', '', '', '', '', '', '', '']"
205004012,3,2,20,12,"['ライバル', '', '', '', '', '', '', '', '', '', '', '']"
205004013,3,2,20,12,"['【仮】イルゼあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205004014,3,2,20,12,"['【仮】イルゼ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205004015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205004016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205004025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205004026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205101011,3,2,20,12,"['クヴェタ', '', '', '', '', '', '', '', '', '', '', '']"
205101012,3,2,20,12,"['クヴェタとレグロ', '', '', '', '', '', '', '', '', '', '', '']"
205101013,3,2,20,12,"['【仮】クヴェタあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205101014,3,2,20,12,"['【仮】クヴェタ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205101015,3,2,20,12,"['レグロを探そう', '', '', '', '', '', '', '', '', '', '', '']"
205101016,3,2,20,12,"['海タウンのどこかにいる若い漁師を探そう', '', '', '', '', '', '', '', '', '', '', '']"
205102011,3,2,20,12,"['クヴェタ', '', '', '', '', '', '', '', '', '', '', '']"
205102012,3,2,20,12,"['大漁と海の話し', '', '', '', '', '', '', '', '', '', '', '']"
205102013,3,2,20,12,"['【仮】クヴェタあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205102014,3,2,20,12,"['【仮】クヴェタ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205102015,3,2,20,12,"['レグロを探そう', '', '', '', '', '', '', '', '', '', '', '']"
205102016,3,2,20,12,"['レグロはきっと同じところにいるはず', '', '', '', '', '', '', '', '', '', '', '']"
205102025,3,2,20,12,"['魚を買い取ってもらおう', '', '', '', '', '', '', '', '', '', '', '']"
205102026,3,2,20,12,"['お店で魚を使うところと言えば', '', '', '', '', '', '', '', '', '', '', '']"
205102035,3,2,20,12,"['レグロに報告しよう', '', '', '', '', '', '', '', '', '', '', '']"
205102036,3,2,20,12,"['魚が売れたことをレグロに報告しよう', '', '', '', '', '', '', '', '', '', '', '']"
205103011,3,2,20,12,"['クヴェタ', '', '', '', '', '', '', '', '', '', '', '']"
205103012,3,2,20,12,"['クヴェタの悩み', '', '', '', '', '', '', '', '', '', '', '']"
205103013,3,2,20,12,"['【仮】クヴェタあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205103014,3,2,20,12,"['【仮】クヴェタ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205103015,3,2,20,12,"['レグロに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205103016,3,2,20,12,"['レグロに会って告白しよう', '', '', '', '', '', '', '', '', '', '', '']"
205104011,3,2,20,12,"['クヴェタ', '', '', '', '', '', '', '', '', '', '', '']"
205104012,3,2,20,12,"['レグロのピンチはクヴェタのチャンス', '', '', '', '', '', '', '', '', '', '', '']"
205104013,3,2,20,12,"['【仮】クヴェタあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205104014,3,2,20,12,"['【仮】クヴェタ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205104015,3,2,20,12,"['レグロともう一度話をしよう', '', '', '', '', '', '', '', '', '', '', '']"
205104016,3,2,20,12,"['お友達からでお願いします', '', '', '', '', '', '', '', '', '', '', '']"
205104025,3,2,20,12,"['丈夫な網を調達しよう', '', '', '', '', '', '', '', '', '', '', '']"
205104026,3,2,20,12,"['どこかの店で丈夫な網を見た気がする', '', '', '', '', '', '', '', '', '', '', '']"
205104035,3,2,20,12,"['レグロに網を届けよう', '', '', '', '', '', '', '', '', '', '', '']"
205104036,3,2,20,12,"['丈夫な網をレグロに届けよう', '', '', '', '', '', '', '', '', '', '', '']"
205201011,3,2,20,12,"['マルティン', '', '', '', '', '', '', '', '', '', '', '']"
205201012,3,2,20,12,"['マルティンの悩み', '', '', '', '', '', '', '', '', '', '', '']"
205201013,3,2,20,12,"['【仮】マルティンあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205201014,3,2,20,12,"['【仮】マルティン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205201015,3,2,20,12,"['品物を仕入れに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205201016,3,2,20,12,"['フィールドへ品物を仕入れに行く', '', '', '', '', '', '', '', '', '', '', '']"
205202011,3,2,20,12,"['マルティン', '', '', '', '', '', '', '', '', '', '', '']"
205202012,3,2,20,12,"['仕入れのために', '', '', '', '', '', '', '', '', '', '', '']"
205202013,3,2,20,12,"['【仮】マルティンあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205202014,3,2,20,12,"['【仮】マルティン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205202015,3,2,20,12,"['学者に話を聞こう', '', '', '', '', '', '', '', '', '', '', '']"
205202016,3,2,20,12,"['タウンにいる学者に話を聞く', '', '', '', '', '', '', '', '', '', '', '']"
205202025,3,2,20,12,"['魔物を追い払おう', '', '', '', '', '', '', '', '', '', '', '']"
205202026,3,2,20,12,"['フィールドにいる魔物を追い払う', '', '', '', '', '', '', '', '', '', '', '']"
205203011,3,2,20,12,"['マルティン', '', '', '', '', '', '', '', '', '', '', '']"
205203012,3,2,20,12,"['マルティンと成人の儀式', '', '', '', '', '', '', '', '', '', '', '']"
205203013,3,2,20,12,"['【仮】マルティンあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205203014,3,2,20,12,"['【仮】マルティン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205203015,3,2,20,12,"['魔物を倒そう', '', '', '', '', '', '', '', '', '', '', '']"
205203016,3,2,20,12,"['フィールドにいる魔物を倒す', '', '', '', '', '', '', '', '', '', '', '']"
205204011,3,2,20,12,"['マルティン', '', '', '', '', '', '', '', '', '', '', '']"
205204012,3,2,20,12,"['商売、協力、そして儀式', '', '', '', '', '', '', '', '', '', '', '']"
205204013,3,2,20,12,"['【仮】マルティンあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205204014,3,2,20,12,"['【仮】マルティン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205204015,3,2,20,12,"['もう一度、魔物を倒しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205204016,3,2,20,12,"['フィールドにいる魔物を倒す', '', '', '', '', '', '', '', '', '', '', '']"
205301011,3,2,20,12,"['フーゴ', '', '', '', '', '', '', '', '', '', '', '']"
205301012,3,2,20,12,"['８つ子の旅\u3000神官編', '', '', '', '', '', '', '', '', '', '', '']"
205301013,3,2,20,12,"['～トラベラーストーリー[富]～\n８つ子のひとり、神官のフーゴ。\n家族に楽をさせたい彼は、\n出世するために\n【祈り】が上手になりたかった。', '', '', '', '', '', '', '', '', '', '', '']"
205301014,3,2,20,12,"['【仮】フーゴ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205301015,3,2,20,12,"['【仮】フーゴ 1章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
205301016,3,2,20,12,"['【仮】フーゴ 1章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
205302011,3,2,20,12,"['フーゴ', '', '', '', '', '', '', '', '', '', '', '']"
205302012,3,2,20,12,"['祈りに火は灯る', '', '', '', '', '', '', '', '', '', '', '']"
205302013,3,2,20,12,"['～トラベラーストーリー[富]～\n【祈り】が苦手な神官のフーゴ。\nフレイムグレースから\n別の神官が訪れていると聞き、\n教会に向かうことになった。', '', '', '', '', '', '', '', '', '', '', '']"
205302014,3,2,20,12,"['【仮】フーゴ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205302015,3,2,20,12,"['【仮】フーゴ 2章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
205302016,3,2,20,12,"['【仮】フーゴ 2章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
205302025,3,2,20,12,"['【仮】フーゴ 2章 タスク2目標', '', '', '', '', '', '', '', '', '', '', '']"
205302026,3,2,20,12,"['【仮】フーゴ 2章 タスク2概要', '', '', '', '', '', '', '', '', '', '', '']"
205303011,3,2,20,12,"['フーゴ', '', '', '', '', '', '', '', '', '', '', '']"
205303012,3,2,20,12,"['届かない祈り', '', '', '', '', '', '', '', '', '', '', '']"
205303013,3,2,20,12,"['～トラベラーストーリー[富]～\nオフィーリアの助言により、\n【祈り】がうまくなったフーゴ。\nオフィーリアと神に感謝しながら、\n彼はさらに【祈り】を捧げる。', '', '', '', '', '', '', '', '', '', '', '']"
205303014,3,2,20,12,"['【仮】フーゴ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205303015,3,2,20,12,"['【仮】フーゴ 3章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
205303016,3,2,20,12,"['【仮】フーゴ 3章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
205304011,3,2,20,12,"['フーゴ', '', '', '', '', '', '', '', '', '', '', '']"
205304012,3,2,20,12,"['願いだけでなく', '', '', '', '', '', '', '', '', '', '', '']"
205304013,3,2,20,12,"['～トラベラーストーリー[富]～\n【祈り】に集中できなくなったフーゴ。\n彼は、悩んでも仕方ないと、\nまたオフィーリアに\n助言を求めることにした。', '', '', '', '', '', '', '', '', '', '', '']"
205304014,3,2,20,12,"['【仮】フーゴ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205304015,3,2,20,12,"['【仮】フーゴ 4章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
205304016,3,2,20,12,"['【仮】フーゴ 4章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
205401011,3,2,20,12,"['リゼット', '', '', '', '', '', '', '', '', '', '', '']"
205401012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205401013,3,2,20,12,"['【仮】リゼットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205401014,3,2,20,12,"['【仮】リゼット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205401015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205401016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402011,3,2,20,12,"['リゼット', '', '', '', '', '', '', '', '', '', '', '']"
205402012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402013,3,2,20,12,"['【仮】リゼットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205402014,3,2,20,12,"['【仮】リゼット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205402015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402035,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205402036,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205403011,3,2,20,12,"['リゼット', '', '', '', '', '', '', '', '', '', '', '']"
205403012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205403013,3,2,20,12,"['【仮】リゼットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205403014,3,2,20,12,"['【仮】リゼット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205403015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205403016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404011,3,2,20,12,"['リゼット', '', '', '', '', '', '', '', '', '', '', '']"
205404012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404013,3,2,20,12,"['【仮】リゼットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205404014,3,2,20,12,"['【仮】リゼット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205404015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404035,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205404036,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205501011,3,2,20,12,"['エッカルト', '', '', '', '', '', '', '', '', '', '', '']"
205501012,3,2,20,12,"['町の人を困らせている魔物', '', '', '', '', '', '', '', '', '', '', '']"
205501013,3,2,20,12,"['【仮】エッカルトあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205501014,3,2,20,12,"['【仮】エッカルト受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205501015,3,2,20,12,"['魔物を倒しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205501016,3,2,20,12,"['崖フィールドのどこかにいる魔物を探そう', '', '', '', '', '', '', '', '', '', '', '']"
205502011,3,2,20,12,"['エッカルト', '', '', '', '', '', '', '', '', '', '', '']"
205502012,3,2,20,12,"['弱点を調べてリベンジ', '', '', '', '', '', '', '', '', '', '', '']"
205502013,3,2,20,12,"['【仮】エッカルトあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205502014,3,2,20,12,"['【仮】エッカルト受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205502015,3,2,20,12,"['兵士から話を聞こう', '', '', '', '', '', '', '', '', '', '', '']"
205502016,3,2,20,12,"['崖タウンの兵士からオオワシの話しを聞こう', '', '', '', '', '', '', '', '', '', '', '']"
205502025,3,2,20,12,"['オオワシを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
205502026,3,2,20,12,"['弱点を突いてオオワシを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
205503011,3,2,20,12,"['エッカルト', '', '', '', '', '', '', '', '', '', '', '']"
205503012,3,2,20,12,"['またしても町の人を困らせている魔物', '', '', '', '', '', '', '', '', '', '', '']"
205503013,3,2,20,12,"['【仮】エッカルトあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205503014,3,2,20,12,"['【仮】エッカルト受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205503015,3,2,20,12,"['魔物を確認しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
205503016,3,2,20,12,"['崖フィールドのどこかにいる魔物を探そう', '', '', '', '', '', '', '', '', '', '', '']"
205504011,3,2,20,12,"['エッカルト', '', '', '', '', '', '', '', '', '', '', '']"
205504012,3,2,20,12,"['またしても弱点を調べてリベンジ', '', '', '', '', '', '', '', '', '', '', '']"
205504013,3,2,20,12,"['【仮】エッカルトあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205504014,3,2,20,12,"['【仮】エッカルト受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205504015,3,2,20,12,"['グレートコンドルを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
205504016,3,2,20,12,"['弱点を突いてグレートコンドルを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
205601011,3,2,20,12,"['ケイス', '', '', '', '', '', '', '', '', '', '', '']"
205601012,3,2,20,12,"['カッコいい義賊', '', '', '', '', '', '', '', '', '', '', '']"
205601013,3,2,20,12,"['【仮】ケイスあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205601014,3,2,20,12,"['【仮】ケイス受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205601015,3,2,20,12,"['悪い薬師の家からお宝を盗もう', '', '', '', '', '', '', '', '', '', '', '']"
205601016,3,2,20,12,"['崖タウン薬師の家で【盗む】を行う', '', '', '', '', '', '', '', '', '', '', '']"
205602011,3,2,20,12,"['ケイス', '', '', '', '', '', '', '', '', '', '', '']"
205602012,3,2,20,12,"['教えて、凄腕の盗賊さん', '', '', '', '', '', '', '', '', '', '', '']"
205602013,3,2,20,12,"['【仮】ケイスあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205602014,3,2,20,12,"['【仮】ケイス受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205602015,3,2,20,12,"['凄腕の盗賊に会おう', '', '', '', '', '', '', '', '', '', '', '']"
205602016,3,2,20,12,"['崖タウンで酒場に行く', '', '', '', '', '', '', '', '', '', '', '']"
205602025,3,2,20,12,"['続・悪い薬師の家からお宝を盗もう', '', '', '', '', '', '', '', '', '', '', '']"
205602026,3,2,20,12,"['崖タウン薬師の家で【盗む】を行う', '', '', '', '', '', '', '', '', '', '', '']"
205603011,3,2,20,12,"['ケイス', '', '', '', '', '', '', '', '', '', '', '']"
205603012,3,2,20,12,"['失敗', '', '', '', '', '', '', '', '', '', '', '']"
205603013,3,2,20,12,"['【仮】ケイスあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205603014,3,2,20,12,"['【仮】ケイス受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205603015,3,2,20,12,"['商人の家からお宝を盗もう', '', '', '', '', '', '', '', '', '', '', '']"
205603016,3,2,20,12,"['崖タウン商人の家で【盗む】を行う', '', '', '', '', '', '', '', '', '', '', '']"
205604011,3,2,20,12,"['ケイス', '', '', '', '', '', '', '', '', '', '', '']"
205604012,3,2,20,12,"['教えて、テリオンさん', '', '', '', '', '', '', '', '', '', '', '']"
205604013,3,2,20,12,"['【仮】ケイスあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
205604014,3,2,20,12,"['【仮】ケイス受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
205604015,3,2,20,12,"['テリオンに会おう', '', '', '', '', '', '', '', '', '', '', '']"
205604016,3,2,20,12,"['崖タウンで酒場に行く', '', '', '', '', '', '', '', '', '', '', '']"
205604025,3,2,20,12,"['続・商人の家からお宝を盗もう', '', '', '', '', '', '', '', '', '', '', '']"
205604026,3,2,20,12,"['崖タウン商人の家で【盗む】を行う', '', '', '', '', '', '', '', '', '', '', '']"
205604035,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205604036,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
205701011,3,2,20,12,"['フェリーネ', '', '', '', '', '', '', '', '', '', '', '']"
205701012,3,2,20,12,"['気になるあの人', '', '', '', '', '', '', '', '', '', '', '']"
205701013,3,2,20,12,"['～トラベラーストーリー[権力]～\n【コランバイン】を訪れた\n盗賊のフェリーネ。\n彼女は、ある人物の身辺を\n調べてまわっていた。', '', '', '', '', '', '', '', '', '', '', '']"
205701014,3,2,20,12,"['【仮】フェリーネ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
