m_id,m_EffectLabel,m_EffectCategory,m_EffectAsset,m_SpawnMax,m_LoopEffect,m_Enemy,m_PossibleReverse,m_Color
1398,Eff_Btl_PC_Spear_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Spear_SP_A.Eff_Btl_PC_Spear_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1399,Eff_Btl_PC_Dagger_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Dagger_SP_A.Eff_Btl_PC_Dagger_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1400,Eff_Btl_PC_Axe_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Axe_SP_A.Eff_Btl_PC_Axe_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1401,Eff_Btl_PC_Bow_SP_A1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Bow_SP_A1.Eff_Btl_PC_Bow_SP_A1,8,194,194,194,"[1.0, 1.0, 1.0]"
1402,Eff_Btl_PC_Bow_SP_A2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Bow_SP_A2.Eff_Btl_PC_Bow_SP_A2,8,194,194,194,"[1.0, 1.0, 1.0]"
1404,Eff_Btl_PC_Book_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Book_All_SP_A.Eff_Btl_PC_Book_All_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1405,Eff_Btl_PC_Fan_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Fan_SP_A.Eff_Btl_PC_Fan_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1406,Eff_Btl_PC_Sword_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Sword_SP_B.Eff_Btl_PC_Sword_SP_B,24,194,194,194,"[1.0, 1.0, 1.0]"
1515,Eff_Btl_PC_Spear_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Spear_SP_B.Eff_Btl_PC_Spear_SP_B,24,194,194,194,"[1.0, 1.0, 1.0]"
1478,Eff_Btl_PC_Axe_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Axe_SP_B.Eff_Btl_PC_Axe_SP_B,24,194,194,194,"[1.0, 1.0, 1.0]"
1479,Eff_Btl_PC_Bow_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Bow_SP_B.Eff_Btl_PC_Bow_SP_B,24,194,194,194,"[1.0, 1.0, 1.0]"
1589,Eff_Btl_PC_Book_SP_B​,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Book_SP_B.Eff_Btl_PC_Book_SP_B,24,194,194,194,"[1.0, 1.0, 1.0]"
1544,Eff_Btl_PC_Fan_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Fan_SP_B.Eff_Btl_PC_Fan_SP_B,24,194,194,194,"[1.0, 1.0, 1.0]"
1407,Eff_Btl_PC_MoonSlash_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_MoonSlash_A.Eff_Btl_PC_MoonSlash_A,24,194,194,194,"[1.0, 1.0, 1.0]"
1408,Eff_Btl_PC_Sword_All_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Sword_All_SP_A.Eff_Btl_PC_Sword_All_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1409,Eff_Btl_PC_Spear_All_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Spear_All_SP_A.Eff_Btl_PC_Spear_All_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1410,Eff_Btl_PC_Dagger_All_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Dagger_All_SP_A.Eff_Btl_PC_Dagger_All_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1412,Eff_Btl_PC_Bow_All_SP_A1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Bow_All_SP_A1.Eff_Btl_PC_Bow_All_SP_A1,8,194,194,194,"[1.0, 1.0, 1.0]"
1628,Eff_Btl_PC_Bow_All_SP_A2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Bow_All_SP_A2.Eff_Btl_PC_Bow_All_SP_A2,8,194,194,194,"[1.0, 1.0, 1.0]"
1413,Eff_Btl_PC_Staff_All_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Staff_All_SP_A.Eff_Btl_PC_Staff_All_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1526,Eff_Btl_PC_Fan_All_SP_A1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Fan_All_SP_A1.Eff_Btl_PC_Fan_All_SP_A1,8,194,194,194,"[1.0, 1.0, 1.0]"
1415,Eff_Btl_PC_Fan_All_SP_A2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Fan_All_SP_A2.Eff_Btl_PC_Fan_All_SP_A2,8,194,194,194,"[1.0, 1.0, 1.0]"
1417,Eff_Btl_PC_Ice_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Ice_SP_A.Eff_Btl_PC_Ice_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1418,Eff_Btl_PC_Thunder_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Thunder_SP_A.Eff_Btl_PC_Thunder_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1420,Eff_Btl_PC_HolyLight_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_HolyLight_SP_A.Eff_Btl_PC_HolyLight_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1421,Eff_Btl_PC_Dark_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Dark_SP_A.Eff_Btl_PC_Dark_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1543,Eff_Btl_PC_Ice_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Ice_SP_B.Eff_Btl_PC_Ice_SP_B,8,194,194,194,"[1.0, 1.0, 1.0]"
1596,Eff_Btl_PC_Thunder_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Thunder_SP_B.Eff_Btl_PC_Thunder_SP_B,8,194,194,194,"[1.0, 1.0, 1.0]"
1481,Eff_Btl_PC_Wind_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Wind_SP_B.Eff_Btl_PC_Wind_SP_B,8,194,194,194,"[1.0, 1.0, 1.0]"
1516,Eff_Btl_PC_HolyLight_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_HolyLight_SP_B.Eff_Btl_PC_HolyLight_SP_B,8,194,194,194,"[1.0, 1.0, 1.0]"
1422,Eff_Btl_PC_Fire_SP_All_A1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Fire_SP_All_A1.Eff_Btl_PC_Fire_SP_All_A1,8,194,194,194,"[1.0, 1.0, 1.0]"
1423,Eff_Btl_PC_Fire_SP_All_A2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Fire_SP_All_A2.Eff_Btl_PC_Fire_SP_All_A2,8,194,194,194,"[1.0, 1.0, 1.0]"
1425,Eff_Btl_PC_Thunder_SP_All_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Thunder_SP_All_A.Eff_Btl_PC_Thunder_SP_All_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1426,Eff_Btl_PC_Wind_SP_All_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Wind_SP_All_A.Eff_Btl_PC_Wind_SP_All_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1428,Eff_Btl_PC_Dark_SP_All_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_PC_Dark_SP_All_A.Eff_Btl_PC_Dark_SP_All_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1429,Eff_Btl_PC_DeffenceUp_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_DeffenceUp_SP_A.Eff_Btl_PC_DeffenceUp_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1430,Eff_Btl_PC_AttackUp_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_AttackUp_SP_A.Eff_Btl_PC_AttackUp_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1431,Eff_Btl_PC_AttackUp_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_AttackUp_SP_B.Eff_Btl_PC_AttackUp_SP_B,8,194,194,194,"[1.0, 1.0, 1.0]"
1432,Eff_Btl_PC_SpeedUp_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_SpeedUp_SP_A.Eff_Btl_PC_SpeedUp_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1433,Eff_Btl_PC_SatisfactionUp_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_SatisfactionUp_SP_A.Eff_Btl_PC_SatisfactionUp_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1434,Eff_Btl_DeffenceDown_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_DeffenceDown_SP_A.Eff_Btl_DeffenceDown_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1435,Eff_Btl_AttackDown_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_AttackDown_SP_A.Eff_Btl_AttackDown_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1436,Eff_Btl_AttackDown_SP_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_AttackDown_SP_B.Eff_Btl_AttackDown_SP_B,8,194,194,194,"[1.0, 1.0, 1.0]"
1437,Eff_Btl_SpeedDown_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_SpeedDown_SP_A.Eff_Btl_SpeedDown_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1438,Eff_Btl_SatisfactionDown_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_SatisfactionDown_SP_A.Eff_Btl_SatisfactionDown_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1439,Eff_Btl_PC_FireBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_FireBuff_SP_A.Eff_Btl_PC_FireBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1440,Eff_Btl_PC_IceBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_IceBuff_SP_A.Eff_Btl_PC_IceBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1441,Eff_Btl_PC_ThunderBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_ThunderBuff_SP_A.Eff_Btl_PC_ThunderBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1442,Eff_Btl_PC_WindBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_WindBuff_SP_A.Eff_Btl_PC_WindBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1443,Eff_Btl_PC_LightBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_LightBuff_SP_A.Eff_Btl_PC_LightBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1444,Eff_Btl_PC_DarkBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_DarkBuff_SP_A.Eff_Btl_PC_DarkBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1445,Eff_Btl_FireDeBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_FireDeBuff_SP_A.Eff_Btl_FireDeBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1446,Eff_Btl_IceDeBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_IceDeBuff_SP_A.Eff_Btl_IceDeBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1447,Eff_Btl_ThunderDeBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_ThunderDeBuff_SP_A.Eff_Btl_ThunderDeBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1448,Eff_Btl_WindDeBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_WindDeBuff_SP_A.Eff_Btl_WindDeBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1449,Eff_Btl_LightDeBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_LightDeBuff_SP_A.Eff_Btl_LightDeBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1450,Eff_Btl_DarkDeBuff_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_DarkDeBuff_SP_A.Eff_Btl_DarkDeBuff_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1451,Eff_Btl_PC_HPRecovery_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_HPRecovery_SP_A.Eff_Btl_PC_HPRecovery_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1452,Eff_Btl_PC_HPRecovery_SP_All_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_HPRecovery_SP_All_A.Eff_Btl_PC_HPRecovery_SP_All_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1453,Eff_Btl_PC_SPRecovery_SP_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_SPRecovery_SP_A.Eff_Btl_PC_SPRecovery_SP_A,8,194,194,194,"[1.0, 1.0, 1.0]"
1454,Eff_Btl_PC_SPRecovery_SP_All_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Eff_Btl_PC_SPRecovery_SP_All_A.Eff_Btl_PC_SPRecovery_SP_All_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1455,Eff_Btl_StateRecovery_SP,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/Common/Eff_Btl_StateRecovery_SP.Eff_Btl_StateRecovery_SP,8,194,194,194,"[1.0, 1.0, 1.0]"
1456,Eff_Btl_PC_CollapseEnd_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID2/Eff_Btl_PC_CollapseEnd_A.Eff_Btl_PC_CollapseEnd_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1457,Eff_Btl_PC_CollapseEnd_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID2/Eff_Btl_PC_CollapseEnd_B.Eff_Btl_PC_CollapseEnd_B,4,194,194,194,"[1.0, 1.0, 1.0]"
1458,Eff_Btl_PC_HuntingBow_Rinde_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID72/Eff_Btl_PC_HuntingBow_Rinde_A.Eff_Btl_PC_HuntingBow_Rinde_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1459,Eff_Btl_PC_HuntingBow_Rinde_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID72/Eff_Btl_PC_HuntingBow_Rinde_B.Eff_Btl_PC_HuntingBow_Rinde_B,4,194,194,194,"[1.0, 1.0, 1.0]"
1460,Eff_Btl_PC_HuntingBow_Rinde_B2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID72/Eff_Btl_PC_HuntingBow_Rinde_B2.Eff_Btl_PC_HuntingBow_Rinde_B2,4,194,194,194,"[1.0, 1.0, 1.0]"
1461,Eff_Btl_PC_HuntingBow_Rinde_C,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID72/Eff_Btl_PC_HuntingBow_Rinde_C.Eff_Btl_PC_HuntingBow_Rinde_C,4,194,194,194,"[1.0, 1.0, 1.0]"
1462,Eff_Btl_PC_Toresa_Relief_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID70/Eff_Btl_PC_Toresa_Relief_A.Eff_Btl_PC_Toresa_Relief_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1463,Eff_Btl_PC_Toresa_Relief_B,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID70/Eff_Btl_PC_Toresa_Relief_B.Eff_Btl_PC_Toresa_Relief_B,4,194,194,194,"[1.0, 1.0, 1.0]"
1464,Eff_Btl_PC_Toresa_Relief_C,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID70/Eff_Btl_PC_Toresa_Relief_C.Eff_Btl_PC_Toresa_Relief_C,4,194,194,194,"[1.0, 1.0, 1.0]"
1472,Eff_Btl_PC_Infinite_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID83/Eff_Btl_PC_Infinite_A.Eff_Btl_PC_Infinite_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1473,Eff_Btl_PC_SilverFrozen_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID1/Eff_Btl_PC_SilverFrozen_A.Eff_Btl_PC_SilverFrozen_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1522,Eff_Btl_PC_EndlessMagic_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID73/Eff_Btl_PC_EndlessMagic_A.Eff_Btl_PC_EndlessMagic_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1571,Eff_Btl_PC_AkatsukiRondo_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID68/Eff_Btl_PC_AkatsukiRondo_A.Eff_Btl_PC_AkatsukiRondo_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1572,Eff_Btl_PC_TrueRampant_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID98/Eff_Btl_PC_TrueRampant_A.Eff_Btl_PC_TrueRampant_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1573,Eff_Btl_PC_EndSword_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID133/Eff_Btl_PC_EndSword_A.Eff_Btl_PC_EndSword_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1584,Eff_Btl_PC_AncientDust_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID103/Eff_Btl_PC_AncientDust_A.Eff_Btl_PC_AncientDust_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1585,Eff_ClbBD_Btl_PC_WindowPrayer_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID185/Eff_ClbBD_Btl_PC_WindowPrayer_A.Eff_ClbBD_Btl_PC_WindowPrayer_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1586,Eff_ClbBD_Btl_PC_Thunger_A,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Special/ID186/Eff_ClbBD_Btl_PC_Thunger_A.Eff_ClbBD_Btl_PC_Thunger_A,4,194,194,194,"[1.0, 1.0, 1.0]"
1477,EVE_WHITEPAPER,7,/Game/Effect/Resource/V1_0_0/Particles/Event/PGPU_Dust_Vec_Large2_WhitePaper_A.PGPU_Dust_Vec_Large2_WhitePaper_A,3,195,194,194,"[1.0, 1.0, 1.0]"
1480,FxPS_Env_ShipWave_A,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A.FxPS_Env_ShipWave_A,1,195,194,194,"[1.0, 1.0, 1.0]"
1482,FxPS_Env_ShipWave_A01,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A01.FxPS_Env_ShipWave_A01,2,195,194,194,"[1.0, 1.0, 1.0]"
1483,FxPS_Env_ShipWave_A02,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A02.FxPS_Env_ShipWave_A02,2,195,194,194,"[1.0, 1.0, 1.0]"
1484,FxPS_Env_ShipWave_A03,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A03.FxPS_Env_ShipWave_A03,2,195,194,194,"[1.0, 1.0, 1.0]"
1485,FxPS_Env_ShipWave_A04,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A04.FxPS_Env_ShipWave_A04,2,195,194,194,"[1.0, 1.0, 1.0]"
1486,FxPS_Env_ShipWave_A05,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A05.FxPS_Env_ShipWave_A05,2,195,194,194,"[1.0, 1.0, 1.0]"
1487,FxPS_Env_ShipWave_A06,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A06.FxPS_Env_ShipWave_A06,2,195,194,194,"[1.0, 1.0, 1.0]"
1488,FxPS_Env_ShipWave_A07,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A07.FxPS_Env_ShipWave_A07,2,195,194,194,"[1.0, 1.0, 1.0]"
1489,FxPS_Env_ShipWave_A08,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A08.FxPS_Env_ShipWave_A08,2,195,194,194,"[1.0, 1.0, 1.0]"
1490,FxPS_Env_ShipWave_A09,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A09.FxPS_Env_ShipWave_A09,2,195,194,194,"[1.0, 1.0, 1.0]"
1491,FxPS_Env_ShipWave_A10,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A10.FxPS_Env_ShipWave_A10,2,195,194,194,"[1.0, 1.0, 1.0]"
1492,FxPS_Env_ShipWave_A11,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A11.FxPS_Env_ShipWave_A11,2,195,194,194,"[1.0, 1.0, 1.0]"
1493,FxPS_Env_ShipWave_A12,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A12.FxPS_Env_ShipWave_A12,2,195,194,194,"[1.0, 1.0, 1.0]"
1494,FxPS_Env_ShipWave_A13,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A13.FxPS_Env_ShipWave_A13,2,195,194,194,"[1.0, 1.0, 1.0]"
1495,FxPS_Env_ShipWave_A14,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A14.FxPS_Env_ShipWave_A14,2,195,194,194,"[1.0, 1.0, 1.0]"
1496,FxPS_Env_ShipWave_A15,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A15.FxPS_Env_ShipWave_A15,2,195,194,194,"[1.0, 1.0, 1.0]"
1497,FxPS_Env_ShipWave_A16,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_A16.FxPS_Env_ShipWave_A16,2,195,194,194,"[1.0, 1.0, 1.0]"
1498,FxPS_Env_ShipWave_B01,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B01.FxPS_Env_ShipWave_B01,2,195,194,194,"[1.0, 1.0, 1.0]"
1499,FxPS_Env_ShipWave_B02,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B02.FxPS_Env_ShipWave_B02,2,195,194,194,"[1.0, 1.0, 1.0]"
1500,FxPS_Env_ShipWave_B03,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B03.FxPS_Env_ShipWave_B03,2,195,194,194,"[1.0, 1.0, 1.0]"
1501,FxPS_Env_ShipWave_B04,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B04.FxPS_Env_ShipWave_B04,2,195,194,194,"[1.0, 1.0, 1.0]"
1502,FxPS_Env_ShipWave_B05,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B05.FxPS_Env_ShipWave_B05,2,195,194,194,"[1.0, 1.0, 1.0]"
1503,FxPS_Env_ShipWave_B06,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B06.FxPS_Env_ShipWave_B06,2,195,194,194,"[1.0, 1.0, 1.0]"
1504,FxPS_Env_ShipWave_B07,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B07.FxPS_Env_ShipWave_B07,2,195,194,194,"[1.0, 1.0, 1.0]"
1505,FxPS_Env_ShipWave_B08,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B08.FxPS_Env_ShipWave_B08,2,195,194,194,"[1.0, 1.0, 1.0]"
1506,FxPS_Env_ShipWave_B09,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B09.FxPS_Env_ShipWave_B09,2,195,194,194,"[1.0, 1.0, 1.0]"
1507,FxPS_Env_ShipWave_B10,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B10.FxPS_Env_ShipWave_B10,2,195,194,194,"[1.0, 1.0, 1.0]"
1508,FxPS_Env_ShipWave_B11,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B11.FxPS_Env_ShipWave_B11,2,195,194,194,"[1.0, 1.0, 1.0]"
1509,FxPS_Env_ShipWave_B12,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B12.FxPS_Env_ShipWave_B12,2,195,194,194,"[1.0, 1.0, 1.0]"
1510,FxPS_Env_ShipWave_B13,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B13.FxPS_Env_ShipWave_B13,2,195,194,194,"[1.0, 1.0, 1.0]"
1511,FxPS_Env_ShipWave_B14,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B14.FxPS_Env_ShipWave_B14,2,195,194,194,"[1.0, 1.0, 1.0]"
1512,FxPS_Env_ShipWave_B15,7,/Game/Effect/Resource/V1_0_0/Particles/Env/FxPS_Env_ShipWave_B15.FxPS_Env_ShipWave_B15,2,195,194,194,"[1.0, 1.0, 1.0]"
