m_id,m_Version,m_Name,m_MapID,m_ReturnMapID,m_ReturnPathActorName,m_ReturnDir,m_Kind,m_PlayBGM,m_SoundCueID,m_Skip,m_MapLoadWait,m_IgnoreCharaGroups,m_ForceObjectId
6328,Sub/Twn,EvSubTwn_MnT12_02a,2010,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6329,Sub/Twn,EvSubTwn_FsT11_01a,46,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6330,Sub/Twn,EvSubTwn_FsT11_02a,2010,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6331,Sub/Twn,EvSubTwn_SnT11_01a,56,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6332,Sub/Twn,EvSubTwn_SnT11_02a,2010,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6333,Sub/Twn,EvSubTwn_RvT11_01a,72,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6334,Sub/Twn,EvSubTwn_RvT11_02a,2010,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6335,Sub/Twn,EvSubTwn_PlT11_01a,77,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6336,Sub/Twn,EvSubTwn_PlT11_02a,2010,0,,0,3,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7057,Arena/Arena_001,EvArena_Tutorial01,10004,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7053,Arena/Arena_001,EvArena_001_E01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7054,Arena/Arena_001,EvArena_001_E01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7055,Arena/Arena_001,EvArena_001_E01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6948,Arena/Arena_001,EvArena_001_Introduction,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6949,Arena/Arena_001,EvArena_001_M01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6950,Arena/Arena_001,EvArena_001_M01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6951,Arena/Arena_001,EvArena_001_M01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6952,Arena/Arena_001,EvArena_001_M02_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6953,Arena/Arena_001,EvArena_001_M02_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6954,Arena/Arena_001,EvArena_001_M02_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6955,Arena/Arena_001,EvArena_001_M03_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6956,Arena/Arena_001,EvArena_001_M03_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6957,Arena/Arena_001,EvArena_001_M03_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6958,Arena/Arena_001,EvArena_001_M04_WarmUp,100048,0,,0,15,0,"[3112, 6040, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6959,Arena/Arena_001,EvArena_001_M04_Win,100048,0,,0,15,0,"[3112, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6960,Arena/Arena_001,EvArena_001_M04_Lose,100048,0,,0,15,0,"[3112, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6961,Arena/Arena_001,EvArena_001_GetChara,100048,0,,0,15,0,"[3112, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8121,Arena/Arena_002,EvArena_002_Tutorial,10004,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7246,Arena/Arena_002,EvArena_002_E01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7247,Arena/Arena_002,EvArena_002_E01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7248,Arena/Arena_002,EvArena_002_E01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7249,Arena/Arena_002,EvArena_002_Introduction,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7250,Arena/Arena_002,EvArena_002_M01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7251,Arena/Arena_002,EvArena_002_M01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7252,Arena/Arena_002,EvArena_002_M01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7253,Arena/Arena_002,EvArena_002_M02_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7254,Arena/Arena_002,EvArena_002_M02_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7255,Arena/Arena_002,EvArena_002_M02_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7256,Arena/Arena_002,EvArena_002_M03_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7257,Arena/Arena_002,EvArena_002_M03_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7258,Arena/Arena_002,EvArena_002_M03_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7259,Arena/Arena_002,EvArena_002_M04_WarmUp,100048,0,,0,15,0,"[3129, 6041, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7260,Arena/Arena_002,EvArena_002_M04_Win,100048,0,,0,15,0,"[3129, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7261,Arena/Arena_002,EvArena_002_M04_Lose,100048,0,,0,15,0,"[3129, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7262,Arena/Arena_002,EvArena_002_GetChara,100048,0,,0,15,0,"[3129, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8215,Arena/Arena_003,EvArena_003_Tutorial,10004,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7263,Arena/Arena_003,EvArena_003_E01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7264,Arena/Arena_003,EvArena_003_E01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7265,Arena/Arena_003,EvArena_003_E01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7266,Arena/Arena_003,EvArena_003_Introduction,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7267,Arena/Arena_003,EvArena_003_M01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7268,Arena/Arena_003,EvArena_003_M01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7269,Arena/Arena_003,EvArena_003_M01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7270,Arena/Arena_003,EvArena_003_M02_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7271,Arena/Arena_003,EvArena_003_M02_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7272,Arena/Arena_003,EvArena_003_M02_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7273,Arena/Arena_003,EvArena_003_M03_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7274,Arena/Arena_003,EvArena_003_M03_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7275,Arena/Arena_003,EvArena_003_M03_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7276,Arena/Arena_003,EvArena_003_M04_WarmUp,100048,0,,0,15,0,"[3088, 6042, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7277,Arena/Arena_003,EvArena_003_M04_Win,100048,0,,0,15,0,"[3088, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7278,Arena/Arena_003,EvArena_003_M04_Lose,100048,0,,0,15,0,"[3088, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7279,Arena/Arena_003,EvArena_003_GetChara,100048,0,,0,15,0,"[3088, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7403,Arena/Arena_004,EvArena_004_E01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7404,Arena/Arena_004,EvArena_004_E01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7405,Arena/Arena_004,EvArena_004_E01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7406,Arena/Arena_004,EvArena_004_Introduction,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7407,Arena/Arena_004,EvArena_004_M01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7408,Arena/Arena_004,EvArena_004_M01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7409,Arena/Arena_004,EvArena_004_M01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7410,Arena/Arena_004,EvArena_004_M02_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7411,Arena/Arena_004,EvArena_004_M02_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7412,Arena/Arena_004,EvArena_004_M02_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7413,Arena/Arena_004,EvArena_004_M03_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7414,Arena/Arena_004,EvArena_004_M03_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7415,Arena/Arena_004,EvArena_004_M03_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7416,Arena/Arena_004,EvArena_004_M04_WarmUp,100048,0,,0,15,0,"[3096, 6043, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7417,Arena/Arena_004,EvArena_004_M04_Win,100048,0,,0,15,0,"[3096, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7418,Arena/Arena_004,EvArena_004_M04_Lose,100048,0,,0,15,0,"[3096, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7419,Arena/Arena_004,EvArena_004_GetChara,100048,0,,0,15,0,"[3096, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7712,Arena/Arena_005,EvArena_005_E01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7713,Arena/Arena_005,EvArena_005_E01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7714,Arena/Arena_005,EvArena_005_E01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7715,Arena/Arena_005,EvArena_005_Introduction,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7716,Arena/Arena_005,EvArena_005_M01_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7717,Arena/Arena_005,EvArena_005_M01_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7718,Arena/Arena_005,EvArena_005_M01_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7719,Arena/Arena_005,EvArena_005_M02_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7720,Arena/Arena_005,EvArena_005_M02_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7721,Arena/Arena_005,EvArena_005_M02_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7722,Arena/Arena_005,EvArena_005_M03_WarmUp,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7723,Arena/Arena_005,EvArena_005_M03_Win,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7724,Arena/Arena_005,EvArena_005_M03_Lose,100048,0,,0,15,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7725,Arena/Arena_005,EvArena_005_M04_WarmUp,100048,0,,0,15,0,"[3130, 6044, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7726,Arena/Arena_005,EvArena_005_M04_Win,100048,0,,0,15,0,"[3130, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7727,Arena/Arena_005,EvArena_005_M04_Lose,100048,0,,0,15,0,"[3130, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7728,Arena/Arena_005,EvArena_005_GetChara,100048,0,,0,15,0,"[3130, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7193,Town/Twn001,EvTwn001_01_01a,77,77,Pln_T_1A1_04,3,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7194,Town/Twn001,EvTwn001_01_02a,79,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7241,Town/Twn001,EvTwn001_01_02b,100061,100061,House2,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7195,Town/Twn001,EvTwn001_01_03a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7196,Town/Twn001,EvTwn001_01_03b,100061,100060,Spawn0,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7197,Town/Twn001,EvTwn001_02_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7243,Town/Twn001,EvTwn001_02_01b,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7199,Town/Twn001,EvTwn001_02_02a,100061,100061,House2,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7200,Town/Twn001,EvTwn001_03_01a,59,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7202,Town/Twn001,EvTwn001_03_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7203,Town/Twn001,EvTwn001_03_03a,100061,100061,House2,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7204,Town/Twn001,EvTwn001_04_01a,49,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7205,Town/Twn001,EvTwn001_04_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7207,Town/Twn001,EvTwn001_04_03a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7208,Town/Twn001,EvTwn001_05_01a,100061,100061,House2,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7244,Town/Twn001,EvTwn001_Recovery,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7600,Town/Twn001,EvTwn001_Look_Tower,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7239,Work/Flashback,EvWorkFlashback_Twn001_05_01a_1,100086,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7499,Town/Twn002,EvTwn002_01_01a,79,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7500,Town/Twn002,EvTwn002_01_02a,100061,100061,Spawn4,1,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7501,Town/Twn002,EvTwn002_01_03a,100075,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7502,Town/Twn002,EvTwn002_01_03b,100083,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7569,Town/Twn002,EvTwn002_01_03c,100075,100075,Pln_T_1C1_01,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7691,Town/Twn002,EvTwn002_02_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7485,Town/Twn003,EvTwn003_01_01a,21,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7486,Town/Twn003,EvTwn003_01_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7487,Town/Twn003,EvTwn003_01_03a,100061,100061,Pln_T_1B1_01,3,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7488,Town/Twn003,EvTwn003_02_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7489,Town/Twn003,EvTwn003_02_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7490,Town/Twn003,EvTwn003_03_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7491,Town/Twn003,EvTwn003_03_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7492,Town/Twn004,EvTwn004_01_01a,1,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7493,Town/Twn004,EvTwn004_01_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7494,Town/Twn004,EvTwn004_01_03a,100061,100061,House10,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7495,Town/Twn004,EvTwn004_02_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7496,Town/Twn004,EvTwn004_02_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7497,Town/Twn004,EvTwn004_03_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7498,Town/Twn004,EvTwn004_03_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7987,Town/Twn004,EvTwn004_Look_Farm,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7772,Town/Twn005,EvTwn005_01_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7773,Town/Twn005,EvTwn005_01_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7774,Town/Twn005,EvTwn005_01_03a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7781,Town/Twn005,EvTwn005_01_03b,100060,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7775,Town/Twn005,EvTwn005_01_04a,100060,100060,Smith0,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7776,Town/Twn005,EvTwn005_01_05a,100075,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7777,Town/Twn005,EvTwn005_02_01a,100075,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7779,Town/Twn005,EvTwn005_02_02a,100075,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7780,Town/Twn005,EvTwn005_02_03a,100075,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7778,Town/Twn005,EvTwn005_02_04a,100109,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7808,Town/Twn006,EvTwn006_01_01a,1,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7809,Town/Twn006,EvTwn006_01_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7810,Town/Twn006,EvTwn006_01_03a,100061,100061,Pln_T_1B1_02,1,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7811,Town/Twn006,EvTwn006_02_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7812,Town/Twn006,EvTwn006_02_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7884,Town/Twn006,EvTwn006_02_03a,74,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7813,Town/Twn006,EvTwn006_03_01a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7814,Town/Twn006,EvTwn006_03_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7885,Town/Twn006,EvTwn006_03_03a,121,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8096,Town/Twn007,EvTwn007_01_01a,26,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8097,Town/Twn007,EvTwn007_01_02a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8098,Town/Twn007,EvTwn007_01_03a,100061,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8157,Town/Twn007,EvTwn007_01_03b,100060,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8099,Town/Twn007,EvTwn007_01_04a,100060,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
8100,Town/Twn007,EvTwn007_01_04b,100060,0,,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
7423,Town/Twn004,EvTwn004_Tower_01,100075,100075,Spawn0,1,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7424,Town/Twn004,EvTwn004_Tower_02,100075,100075,Spawn11,0,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7425,Town/Twn004,EvTwn004_Tower_03,100075,100076,Spawn0,1,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7426,Town/Twn004,EvTwn004_Tower_04,100075,100077,Spawn0,1,16,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
