m_id,m_voiceId,m_gametext
18325,0,"['However, the herbs needed\nto make it are quite rare.', '', '', '', '', '', '', '', '', '', '', '']"
18326,15930,"[""Even traveling across Orsterra as I do,\nthey're quite hard to come by."", '', '', '', '', '', '', '', '', '', '', '']"
18327,0,"[""To tell the truth,\nI'd almost given up hope."", '', '', '', '', '', '', '', '', '', '', '']"
18328,0,"[""As the coughs become ever more painful,\nit's hard to see the point in pushing on..."", '', '', '', '', '', '', '', '', '', '', '']"
18329,0,"[""That's what I thought anyway,\nuntil I met Shelby."", '', '', '', '', '', '', '', '', '', '', '']"
18330,15917,"['I love talking with her.', '', '', '', '', '', '', '', '', '', '', '']"
18331,0,"['Something as mundane as herbs\nbecame a source of joy in\nconversations with her.', '', '', '', '', '', '', '', '', '', '', '']"
18332,0,"['And something in me started to change...', '', '', '', '', '', '', '', '', '', '', '']"
18333,15903,"['I want to live...\nI want to...be with her.', '', '', '', '', '', '', '', '', '', '', '']"
18334,0,"[""So that's why I need to journey out again,\nto find the herbs to make my medicine."", '', '', '', '', '', '', '', '', '', '', '']"
18335,0,"['I know if I told her this,\nshe would come with me.', '', '', '', '', '', '', '', '', '', '', '']"
18336,15921,"['But...I cannot...', '', '', '', '', '', '', '', '', '', '', '']"
18337,0,"[""There's no guarantee the herbs are out there.\nI cannot bear the thought of bringing\nher along on a doomed journey."", '', '', '', '', '', '', '', '', '', '', '']"
18338,0,"[""You needn't concern yourself."", '', '', '', '', '', '', '', '', '', '', '']"
18339,15903,"[""My fears aside, I'm journeying out\nto seek life, not death."", '', '', '', '', '', '', '', '', '', '', '']"
18340,0,"['Thank you.', '', '', '', '', '', '', '', '', '', '', '']"
18341,0,"['I can be at ease during my travels\nknowing she has a friend like you with her.', '', '', '', '', '', '', '', '', '', '', '']"
18342,15909,"['Please take care of Shelby for me.', '', '', '', '', '', '', '', '', '', '', '']"
18343,0,"['Welcome back.\nIs everything okay?', '', '', '', '', '', '', '', '', '', '', '']"
18344,24760,"[""You won't change your mind\nabout going alone, will you?"", '', '', '', '', '', '', '', '', '', '', '']"
18345,0,"['No.', '', '', '', '', '', '', '', '', '', '', '']"
18346,24775,"['...I see.', '', '', '', '', '', '', '', '', '', '', '']"
18347,0,"[""Well, I won't try to stop you then."", '', '', '', '', '', '', '', '', '', '', '']"
18348,0,"['Take care...\nand come back to me.', '', '', '', '', '', '', '', '', '', '', '']"
18349,15929,"['...Thank you.', '', '', '', '', '', '', '', '', '', '', '']"
18350,24728,"['Cooper is leaving today.\nShall we go see him off together?', '', '', '', '', '', '', '', '', '', '', '']"
18351,24791,"[""Let's go."", '', '', '', '', '', '', '', '', '', '', '']"
18352,15908,"['Thanks for coming to see me off.', '', '', '', '', '', '', '', '', '', '', '']"
18353,24771,"['Of course.', '', '', '', '', '', '', '', '', '', '', '']"
18354,0,"[""I haven't had a farewell like this\nsince I left my hometown."", '', '', '', '', '', '', '', '', '', '', '']"
18355,0,"['Shelby...', '', '', '', '', '', '', '', '', '', '', '']"
18356,15929,"[""I'm so glad that I met you."", '', '', '', '', '', '', '', '', '', '', '']"
18357,24782,"['As am I...', '', '', '', '', '', '', '', '', '', '', '']"
18358,0,"['Here, take this...', '', '', '', '', '', '', '', '', '', '', '']"
18359,0,"['A thanks for the cave mint.', '', '', '', '', '', '', '', '', '', '', '']"
18360,24767,"['My, what a beautiful gold pendant!', '', '', '', '', '', '', '', '', '', '', '']"
18361,15931,"[""It's been passed down\nin my family for generations."", '', '', '', '', '', '', '', '', '', '', '']"
18362,24737,"[""What?\nI can't accept something so precious!"", '', '', '', '', '', '', '', '', '', '', '']"
18363,15921,"['You must.\nI want you to have it.', '', '', '', '', '', '', '', '', '', '', '']"
18365,24774,"['...Very well.', '', '', '', '', '', '', '', '', '', '', '']"
18366,0,"[""Thank you.\nI'll take good care of it."", '', '', '', '', '', '', '', '', '', '', '']"
18367,0,"[""Actually,\nthere's something I want to give you..."", '', '', '', '', '', '', '', '', '', '', '']"
18368,15914,"['Oh my...', '', '', '', '', '', '', '', '', '', '', '']"
18369,0,"['This is the medicine I take for my cough!', '', '', '', '', '', '', '', '', '', '', '']"
18370,0,"['How did you...?', '', '', '', '', '', '', '', '', '', '', '']"
18371,0,"[""Your illness...\nIt's called frozen lung, yes?"", '', '', '', '', '', '', '', '', '', '', '']"
18372,24730,"['I figured as much from the symptoms.', '', '', '', '', '', '', '', '', '', '', '']"
18373,24743,"['That said...', '', '', '', '', '', '', '', '', '', '', '']"
18374,0,"[""I'm afraid I don't know much\nabout frozen lung..."", '', '', '', '', '', '', '', '', '', '', '']"
18375,15921,"[""Don't apologize, hardly anyone does!"", '', '', '', '', '', '', '', '', '', '', '']"
18376,0,"['However...', '', '', '', '', '', '', '', '', '', '', '']"
18377,24784,"['I do know of an apothecary\nwho might know more.', '', '', '', '', '', '', '', '', '', '', '']"
18378,0,"['Oh?', '', '', '', '', '', '', '', '', '', '', '']"
18379,24771,"['You should seek out a\ntraveling apothecary called Ogen.', '', '', '', '', '', '', '', '', '', '', '']"
18380,0,"[""He's the best there is, at least that I know of.\nI'm sure he could help you..."", '', '', '', '', '', '', '', '', '', '', '']"
18381,15929,"[""I...I don't know how to thank you!"", '', '', '', '', '', '', '', '', '', '', '']"
18382,0,"[""Just come back to me, Cooper.\nI'll be waiting."", '', '', '', '', '', '', '', '', '', '', '']"
18386,15909,"['I will...\nTake care of yourself.', '', '', '', '', '', '', '', '', '', '', '']"
18388,24761,"['Thank you for coming with me.', '', '', '', '', '', '', '', '', '', '', '']"
18389,24770,"['I think I might look for Ogen as well.', '', '', '', '', '', '', '', '', '', '', '']"
18390,0,"['...Would you mind if I joined\nyou on your travels again?', '', '', '', '', '', '', '', '', '', '', '']"
18391,0,"[""I'm sure my skills as an apothecary\nwill come in handy."", '', '', '', '', '', '', '', '', '', '', '']"
18392,24789,"['Thank you!', '', '', '', '', '', '', '', '', '', '', '']"
18500,24866,"['Excuse me...\nAre you from Clearbrook?', '', '', '', '', '', '', '', '', '', '', '']"
18501,24868,"[""Oh, you're a traveler!\nThat makes two of us!"", '', '', '', '', '', '', '', '', '', '', '']"
18502,24865,"[""My name is Rita,\nand I'm an apothecary."", '', '', '', '', '', '', '', '', '', '', '']"
18503,0,"[""I'm just starting out\nand still have lots to learn..."", '', '', '', '', '', '', '', '', '', '', '']"
18504,24884,"['*sigh*...', '', '', '', '', '', '', '', '', '', '', '']"
18505,24911,"['Oh! Um, well...\nYou see, I made a mistake.', '', '', '', '', '', '', '', '', '', '', '']"
18506,24870,"['I thought I had concocted\na great new medicine, but everything\nexcept the efficacy was a grand failure...', '', '', '', '', '', '', '', '', '', '', '']"
18507,0,"['The texture was like ettin asp scales\nand it smelled worse than a cluster\nof mutant mushrooms!', '', '', '', '', '', '', '', '', '', '', '']"
18508,24898,"[""...I've still got a long ways to go."", '', '', '', '', '', '', '', '', '', '', '']"
18509,24906,"[""By the way, have you heard the tale\nof this village's apothecary?"", '', '', '', '', '', '', '', '', '', '', '']"
18510,0,"[""I heard he's both skilled and kind!\nI'd love to talk to him!"", '', '', '', '', '', '', '', '', '', '', '']"
18511,24909,"[""I'm going to go find him!"", '', '', '', '', '', '', '', '', '', '', '']"
18512,24919,"['...Hmm.\nWhich way did I come from?', '', '', '', '', '', '', '', '', '', '', '']"
18513,24876,"[""R-really?\nYou'll help me find him?"", '', '', '', '', '', '', '', '', '', '', '']"
18514,24900,"['Thank you so much!', '', '', '', '', '', '', '', '', '', '', '']"
18515,29809,"[""Oh? Haven't seen you around before.\nJudging by that satchel, you must be\nan apothecary, too, right?"", '', '', '', '', '', '', '', '', '', '', '']"
18516,24909,"['Yes! My name is Rita!', '', '', '', '', '', '', '', '', '', '', '']"
18517,29826,"[""I'm Alfyn, and that's Zeph."", '', '', '', '', '', '', '', '', '', '', '']"
18518,18248,"['Oh, a guest?\nHey there.', '', '', '', '', '', '', '', '', '', '', '']"
18519,24867,"[""Hello! Um, there's something\nI want to ask you two..."", '', '', '', '', '', '', '', '', '', '', '']"
18520,29798,"[""Say, if you don't mind,\ncould I have a look at your medicines?"", '', '', '', '', '', '', '', '', '', '', '']"
18521,18250,"[""Alf! You can't just ask something\nlike that out of the blue..."", '', '', '', '', '', '', '', '', '', '', '']"
18522,24902,"[""I don't mind. Please have a look!"", '', '', '', '', '', '', '', '', '', '', '']"
18523,18274,"['What? Are you sure?', '', '', '', '', '', '', '', '', '', '', '']"
18524,0,"['I was actually hoping you\ncould teach me a thing or two!', '', '', '', '', '', '', '', '', '', '', '']"
18525,18276,"[""Well, we're not all that experienced..."", '', '', '', '', '', '', '', '', '', '', '']"
18526,29819,"[""It's all right, Zeph.\nLet's have a look, shall we?"", '', '', '', '', '', '', '', '', '', '', '']"
18527,24928,"['Thank you so very much!', '', '', '', '', '', '', '', '', '', '', '']"
18528,29847,"['Th-this is, um...', '', '', '', '', '', '', '', '', '', '', '']"
18529,0,"['You sure have...packed this\nwith all sorts of components...', '', '', '', '', '', '', '', '', '', '', '']"
18530,24891,"['I figured the more effects it has,\nthe more illnesses it can cure!', '', '', '', '', '', '', '', '', '', '', '']"
18531,24873,"['I thought that would mean\nwe could...prescribe fewer medications...', '', '', '', '', '', '', '', '', '', '', '']"
18532,29853,"['I...I see. Well, effects aside, this looks\nlike a bitter brew to swallow...', '', '', '', '', '', '', '', '', '', '', '']"
18533,24884,"['O-oh...', '', '', '', '', '', '', '', '', '', '', '']"
18534,0,"['...Say, Rita, do you have\nsome time to spare?', '', '', '', '', '', '', '', '', '', '', '']"
18535,0,"['Y-yes...', '', '', '', '', '', '', '', '', '', '', '']"
18536,29846,"['Zeph and I have our hands full\nwith other work right now.', '', '', '', '', '', '', '', '', '', '', '']"
18537,0,"['Do you think you could visit\nour patients in town?', '', '', '', '', '', '', '', '', '', '', '']"
18538,0,"[""I'd like you to check how they're feeling\nand if the medication is working."", '', '', '', '', '', '', '', '', '', '', '']"
18539,18279,"[""...If it's not too much trouble, that is."", '', '', '', '', '', '', '', '', '', '', '']"
18540,24931,"['Not at all!', '', '', '', '', '', '', '', '', '', '', '']"
18541,29833,"['Wonderful. Do you have a map?', '', '', '', '', '', '', '', '', '', '', '']"
18542,0,"['I do!', '', '', '', '', '', '', '', '', '', '', '']"
18543,29806,"[""...That should do 'er.\nI'd like you to visit\nthe houses I've marked, hear?"", '', '', '', '', '', '', '', '', '', '', '']"
18544,24920,"[""Well, I'll go west first..."", '', '', '', '', '', '', '', '', '', '', '']"
18545,24922,"['...Which way is west again?', '', '', '', '', '', '', '', '', '', '', '']"
18546,29838,"[""...You're Rita's friend, right?\nI trust you'll steer her in the right direction."", '', '', '', '', '', '', '', '', '', '', '']"
18547,24876,"[""You're going to show me around!?\nThank you so much!"", '', '', '', '', '', '', '', '', '', '', '']"
18548,24867,"[""Pardon me!\nI'm here on behalf of Alfyn."", '', '', '', '', '', '', '', '', '', '', '']"
18549,24920,"['Umm... I heard you fell and injured your hip.\nHow are you feeling now?', '', '', '', '', '', '', '', '', '', '', '']"
18550,16067,"['All better now, thanks to this salve!', '', '', '', '', '', '', '', '', '', '', '']"
18551,24869,"['A salve, huh...\nIt smells like nothing at all.', '', '', '', '', '', '', '', '', '', '', '']"
18552,0,"['Most stink something fierce,\nbut this was made specially by Alfyn.', '', '', '', '', '', '', '', '', '', '', '']"
18553,24866,"[""Um... If it's not too much trouble,\ncould I have a look at it?"", '', '', '', '', '', '', '', '', '', '', '']"
18554,24868,"[""It really doesn't smell...\nUsually it carries the scent\nof the tallow used to harden it..."", '', '', '', '', '', '', '', '', '', '', '']"
18555,0,"['Now that you mention it, he said\nsomething about using laurel seed oil.', '', '', '', '', '', '', '', '', '', '', '']"
18556,24885,"[""I see!\nNo wonder it doesn't smell!"", '', '', '', '', '', '', '', '', '', '', '']"
18557,0,"['Laurel leaves have a pain relieving effect.', '', '', '', '', '', '', '', '', '', '', '']"
18558,0,"['And the oil made from their seeds\ncan cool down feverish patches.', '', '', '', '', '', '', '', '', '', '', '']"
18559,16075,"[""Huh, I didn't know that!\nBut that's Alfyn for you."", '', '', '', '', '', '', '', '', '', '', '']"
18560,0,"['Please give him my thanks.', '', '', '', '', '', '', '', '', '', '', '']"
18561,24909,"['I will. Take care of yourself!', '', '', '', '', '', '', '', '', '', '', '']"
18562,24920,"['Now then, where to next...?', '', '', '', '', '', '', '', '', '', '', '']"
18563,24910,"['That house over there?\nGot it!', '', '', '', '', '', '', '', '', '', '', '']"
18564,24869,"[""Let's see...\nHow is your chest pain?"", '', '', '', '', '', '', '', '', '', '', '']"
18565,16814,"[""Much better now.\nZeph's medicine worked like a charm."", '', '', '', '', '', '', '', '', '', '', '']"
18566,0,"[""And I'm watching my diet like he asked."", '', '', '', '', '', '', '', '', '', '', '']"
18567,16796,"[""Zeph's medical exams are never wrong.\nHe always listens to what his patients say."", '', '', '', '', '', '', '', '', '', '', '']"
18568,24868,"[""You don't say..."", '', '', '', '', '', '', '', '', '', '', '']"
18569,0,"[""Well, please keep taking your medicine.\nI hope you're all better soon."", '', '', '', '', '', '', '', '', '', '', '']"
18570,16798,"['I will.\nPlease give my regards to Zeph.', '', '', '', '', '', '', '', '', '', '', '']"
18571,24920,"['Next we have...', '', '', '', '', '', '', '', '', '', '', '']"
18572,24909,"['The girl by the river.', '', '', '', '', '', '', '', '', '', '', '']"
18573,24867,"['Hello!\nHas your fever gone down?', '', '', '', '', '', '', '', '', '', '', '']"
18574,15291,"[""Yeah, I'm fine now\nthanks to Alfyn's medicine!"", '', '', '', '', '', '', '', '', '', '', '']"
18575,0,"['It was very sweet and worked really well!', '', '', '', '', '', '', '', '', '', '', '']"
18576,15308,"['Tell Alfyn I said thank you!', '', '', '', '', '', '', '', '', '', '', '']"
18577,0,"['I will.', '', '', '', '', '', '', '', '', '', '', '']"
18578,24909,"[""That's everyone.\nNow let's get back to Alfyn's place."", '', '', '', '', '', '', '', '', '', '', '']"
18579,29809,"['Welcome back.\nThat was quick.', '', '', '', '', '', '', '', '', '', '', '']"
18580,18244,"['How was everyone?', '', '', '', '', '', '', '', '', '', '', '']"
18581,24920,"['They seem to be doing very well!', '', '', '', '', '', '', '', '', '', '', '']"
18582,29817,"[""That's great news."", '', '', '', '', '', '', '', '', '', '', '']"
18583,24886,"['I also learned something...', '', '', '', '', '', '', '', '', '', '', '']"
18584,0,"['You both put a lot of care\ninto the medicines you make.', '', '', '', '', '', '', '', '', '', '', '']"
18585,0,"['You examine your patients carefully\nso you can make something that works.', '', '', '', '', '', '', '', '', '', '', '']"
18586,24909,"['Everyone trusts in you two.', '', '', '', '', '', '', '', '', '', '', '']"
18587,0,"[""A good apothecary thinks about more\nthan just a medicine's efficacy. They\nthink about how their patients feel, too."", '', '', '', '', '', '', '', '', '', '', '']"
18588,29816,"['Hehe, you got that right.', '', '', '', '', '', '', '', '', '', '', '']"
18589,0,"[""Now that you understand that,\nyou'll be able to put the\nsame care into your medicines."", '', '', '', '', '', '', '', '', '', '', '']"
18590,24900,"['Thank you!', '', '', '', '', '', '', '', '', '', '', '']"
18591,24866,"['Are you two always this busy?', '', '', '', '', '', '', '', '', '', '', '']"
18592,29835,"['No. This is an exception.', '', '', '', '', '', '', '', '', '', '', '']"
18593,0,"[""We've been asked to make medicines for the field clinic."", '', '', '', '', '', '', '', '', '', '', '']"
18594,24920,"['Field clinic?', '', '', '', '', '', '', '', '', '', '', '']"
18595,18242,"['They sometimes open one nearby\nto treat wounded soldiers.', '', '', '', '', '', '', '', '', '', '', '']"
18596,29730,"[""You're welcome to help if you want."", '', '', '', '', '', '', '', '', '', '', '']"
18597,24910,"[""I'd love to!"", '', '', '', '', '', '', '', '', '', '', '']"
18598,24891,"['Thank you so much for coming with me!', '', '', '', '', '', '', '', '', '', '', '']"
18599,0,"[""I finally understand\nsomething I've been missing."", '', '', '', '', '', '', '', '', '', '', '']"
18600,24932,"[""I'll do my best to utilize what I learned here!"", '', '', '', '', '', '', '', '', '', '', '']"
18601,29730,"['...I got it.\nLeave the salve to me.', '', '', '', '', '', '', '', '', '', '', '']"
18602,17158,"['My apologies. I know\nhow busy you are.', '', '', '', '', '', '', '', '', '', '', '']"
18603,29816,"[""Don't be silly. It's my job\nto help people in need."", '', '', '', '', '', '', '', '', '', '', '']"
18604,17145,"['Haha. Reliable as ever, Alfyn.', '', '', '', '', '', '', '', '', '', '', '']"
18605,24919,"['Mr. Croft?', '', '', '', '', '', '', '', '', '', '', '']"
18606,17134,"['Hm?\nOh, Rita!', '', '', '', '', '', '', '', '', '', '', '']"
18607,0,"[""It's been a long time!\nHow have you been?"", '', '', '', '', '', '', '', '', '', '', '']"
18608,24892,"[""I've been well, thanks!\nIt really has been ages!"", '', '', '', '', '', '', '', '', '', '', '']"
18609,29810,"['Well, well.\nI had no idea you knew Rita.', '', '', '', '', '', '', '', '', '', '', '']"
18610,0,"['...Are you here to treat\nthe injured soldiers?', '', '', '', '', '', '', '', '', '', '', '']"
18611,0,"[""That's right. I'm here\nwith the Dove Coalition."", '', '', '', '', '', '', '', '', '', '', '']"
18612,24889,"['I knew it!', '', '', '', '', '', '', '', '', '', '', '']"
18613,17127,"[""I'm Croft, apothecary for\nthe Dove Coalition.\nNice to meet you."", '', '', '', '', '', '', '', '', '', '', '']"
18614,24891,"['The Dove Coalition is a band\nof traveling apothecaries.', '', '', '', '', '', '', '', '', '', '', '']"
18615,0,"[""It's their creed to help anyone in need,\nregardless of nation or status."", '', '', '', '', '', '', '', '', '', '', '']"
18616,17128,"[""Rita's father, Dale,\nleads our organization."", '', '', '', '', '', '', '', '', '', '', '']"
18617,0,"['These field clinics were his idea, too.', '', '', '', '', '', '', '', '', '', '', '']"
18618,24887,"['Is my papa there?', '', '', '', '', '', '', '', '', '', '', '']"
18619,17127,"['Of course he is.\nWhy not go say hello?', '', '', '', '', '', '', '', '', '', '', '']"
18620,24911,"[""...Maybe some other time.\nI'm sure you're all quite busy..."", '', '', '', '', '', '', '', '', '', '', '']"
18621,0,"['Well, if you insist...', '', '', '', '', '', '', '', '', '', '', '']"
18622,29812,"['By the way, Rita,\nI have another favor to ask you.', '', '', '', '', '', '', '', '', '', '', '']"
18623,24909,"['Sure.\nHow can I help?', '', '', '', '', '', '', '', '', '', '', '']"
18624,0,"[""I need to make a salve\nfor the field clinic, but\nI'm out of ingredients."", '', '', '', '', '', '', '', '', '', '', '']"
18625,29730,"[""I'd like you to gather me some waterweed.\nIt should be growing along the Clearbrook Traverse."", '', '', '', '', '', '', '', '', '', '', '']"
18626,24910,"[""No problem!\nI'll fetch it right away!"", '', '', '', '', '', '', '', '', '', '', '']"
18627,24920,"['Uhmm...\nWhich way is the Clearbrook Traverse?', '', '', '', '', '', '', '', '', '', '', '']"
18628,24882,"[""I-I'm sorry...\nCould you show me the way?"", '', '', '', '', '', '', '', '', '', '', '']"
18629,24907,"['Oh, there it is!\nWaterweed!', '', '', '', '', '', '', '', '', '', '', '']"
18630,24922,"['But its petals look a little dull...', '', '', '', '', '', '', '', '', '', '', '']"
18631,0,"[""Maybe the soil here isn't nutritious enough.\nI doubt Alfyn will be able to use this..."", '', '', '', '', '', '', '', '', '', '', '']"
18632,0,"['The patient deserves a quality salve...', '', '', '', '', '', '', '', '', '', '', '']"
18633,24909,"[""Let's go to the riverside.\nThe waterweed's bound\nto be healthier there!"", '', '', '', '', '', '', '', '', '', '', '']"
18634,24889,"[""Oh, there it is!\nIt's such a beautiful blue!"", '', '', '', '', '', '', '', '', '', '', '']"
18635,0,"[""These should be perfect.\nLet's gather some up and\ntake them back to Alfyn!"", '', '', '', '', '', '', '', '', '', '', '']"
18636,24866,"[""We're back! And we brought\nthe waterweed with us!"", '', '', '', '', '', '', '', '', '', '', '']"
18637,29843,"[""I can't thank you enough!"", '', '', '', '', '', '', '', '', '', '', '']"
18638,0,"['Wow...\nThis is such a vibrant blue.', '', '', '', '', '', '', '', '', '', '', '']"
18639,24920,"['We chose the best ones\ngrowing along the river.', '', '', '', '', '', '', '', '', '', '', '']"
18640,17128,"['That waterweed will make a fine salve.', '', '', '', '', '', '', '', '', '', '', '']"
18641,0,"['But...how did you know\nthey grew by the river?', '', '', '', '', '', '', '', '', '', '', '']"
18642,24891,"['I remember walking along the bank and\nseeing a beautiful blue plant growing there...', '', '', '', '', '', '', '', '', '', '', '']"
18643,29810,"['Impressive work, Rita.', '', '', '', '', '', '', '', '', '', '', '']"
18644,17145,"['You never cease to amaze.\nIdentifying medicinal herbs is a big step\nforward in becoming a great apothecary.', '', '', '', '', '', '', '', '', '', '', '']"
18645,24900,"['Th-thank you...', '', '', '', '', '', '', '', '', '', '', '']"
18646,17132,"[""Well, I'll be heading back now."", '', '', '', '', '', '', '', '', '', '', '']"
18647,24919,"['Is something the matter, Alfyn?', '', '', '', '', '', '', '', '', '', '', '']"
18648,29730,"[""I guess you could say that.\nSee, I'd love to help out\nat the field clinic, but..."", '', '', '', '', '', '', '', '', '', '', '']"
18649,0,"['The village is too much for\nZeph to handle on his own...', '', '', '', '', '', '', '', '', '', '', '']"
18650,24910,"[""...Then why don't I go\nto the clinic instead?"", '', '', '', '', '', '', '', '', '', '', '']"
18651,0,"['I doubt I can measure up to you, Alfyn...', '', '', '', '', '', '', '', '', '', '', '']"
18652,24909,"[""But I want to help those in need, too!\nThat's why I became an apothecary!"", '', '', '', '', '', '', '', '', '', '', '']"
18653,29847,"['You want to help those in need, huh...', '', '', '', '', '', '', '', '', '', '', '']"
18654,29807,"['Nngh... That pierces the heart.', '', '', '', '', '', '', '', '', '', '', '']"
18655,24921,"['...It does?', '', '', '', '', '', '', '', '', '', '', '']"
18656,0,"[""You're an even greater person\nthan I thought you were, Rita."", '', '', '', '', '', '', '', '', '', '', '']"
18657,24900,"['R-really?\nThank you!', '', '', '', '', '', '', '', '', '', '', '']"
18658,0,"['Rita has the potential\nto be an amazing apothecary...', '', '', '', '', '', '', '', '', '', '', '']"
18659,24920,"['...Is the Clearbrook Traverse...this way?', '', '', '', '', '', '', '', '', '', '', '']"
18660,29853,"['...Show her the way, would ya, friend?', '', '', '', '', '', '', '', '', '', '', '']"
18661,24882,"[""Th-thank you...\nI feel much better when you're around!"", '', '', '', '', '', '', '', '', '', '', '']"
18662,24920,"['They say the field clinic is\non the west side of Clearbrook Traverse.', '', '', '', '', '', '', '', '', '', '', '']"
18663,24940,"[""Let's head over there now!"", '', '', '', '', '', '', '', '', '', '', '']"
18664,24870,"['It should be somewhere around here...', '', '', '', '', '', '', '', '', '', '', '']"
18665,24906,"['...Papa!?', '', '', '', '', '', '', '', '', '', '', '']"
18666,17061,"['That voice...\nIs that you...Rita?', '', '', '', '', '', '', '', '', '', '', '']"
18667,24894,"[""You're hurt! Badly!"", '', '', '', '', '', '', '', '', '', '', '']"
18668,17085,"[""I'm sorry...\nI couldn't protect the patients..."", '', '', '', '', '', '', '', '', '', '', '']"
18669,0,"['The Edoras soldiers...brought back...\ntheir own men...', '', '', '', '', '', '', '', '', '', '', '']"
18670,17080,"['Then they destroyed...the clinic......', '', '', '', '', '', '', '', '', '', '', '']"
18671,24963,"['No more talking, Papa!\nI have to treat your wounds...', '', '', '', '', '', '', '', '', '', '', '']"
18672,0,"['Th-that should suffice for now...', '', '', '', '', '', '', '', '', '', '', '']"
18673,17142,"['Rita! Are you okay!?', '', '', '', '', '', '', '', '', '', '', '']"
18674,17157,"['This is terrible.\nThe clinic is gone...', '', '', '', '', '', '', '', '', '', '', '']"
18675,0,"['Everybody!\nGet the wounded patched up!', '', '', '', '', '', '', '', '', '', '', '']"
18676,24906,"['Mr. Croft...\nMy papa is...!', '', '', '', '', '', '', '', '', '', '', '']"
18677,17161,"[""Hang in there, Dale.\nWe're gonna get you to the village."", '', '', '', '', '', '', '', '', '', '', '']"
18678,17089,"['Rita...', '', '', '', '', '', '', '', '', '', '', '']"
18679,24904,"[""Hush, Papa.\nYou're gonna be okay..."", '', '', '', '', '', '', '', '', '', '', '']"
18680,0,"['Did you find...\nwhat you were missing?', '', '', '', '', '', '', '', '', '', '', '']"
18681,0,"['...!', '', '', '', '', '', '', '', '', '', '', '']"
18682,17127,"[""Don't worry, Rita.\nLet's return to the village."", '', '', '', '', '', '', '', '', '', '', '']"
18683,24895,"['Papa...', '', '', '', '', '', '', '', '', '', '', '']"
18684,0,"[""Sorry to keep you waiting.\nI'll take care of this."", '', '', '', '', '', '', '', '', '', '', '']"
18685,24895,"['Please be safe, Papa...', '', '', '', '', '', '', '', '', '', '', '']"
18686,24923,"['Papa was also my mentor.', '', '', '', '', '', '', '', '', '', '', '']"
18687,0,"['...He actually suggested I embark\non this journey to learn my trade.', '', '', '', '', '', '', '', '', '', '', '']"
18688,24921,"['I used to study under him\nand read all sorts of books...', '', '', '', '', '', '', '', '', '', '', '']"
18689,0,"['One day, he told me something...', '', '', '', '', '', '', '', '', '', '', '']"
18690,0,"['He said I had to go and\nfind what I was missing.', '', '', '', '', '', '', '', '', '', '', '']"
18691,0,"[""For the longest time, I couldn't\nfigure out what he meant."", '', '', '', '', '', '', '', '', '', '', '']"
18692,24873,"['But then I met you, Alfyn, and Zeph...', '', '', '', '', '', '', '', '', '', '', '']"
18693,0,"['And little by little,\nI understood what I was missing.', '', '', '', '', '', '', '', '', '', '', '']"
18694,0,"['...I realized I have to help those in need.', '', '', '', '', '', '', '', '', '', '', '']"
18695,0,"['I want to do it with all my heart.', '', '', '', '', '', '', '', '', '', '', '']"
18696,17134,"[""Rita, how's Dale faring?"", '', '', '', '', '', '', '', '', '', '', '']"
18697,24870,"['Papa will be fine.', '', '', '', '', '', '', '', '', '', '', '']"
18698,0,"['...Where are you off to?', '', '', '', '', '', '', '', '', '', '', '']"
18699,17160,"[""I'm heading to where the field clinic was...\nto set up a temporary one."", '', '', '', '', '', '', '', '', '', '', '']"
18700,0,"['The wounded soldiers\nhave nowhere to go without it.', '', '', '', '', '', '', '', '', '', '', '']"
18701,24909,"[""I'll go with you."", '', '', '', '', '', '', '', '', '', '', '']"
18702,17148,"[""Don't be ridiculous. We never know\nif those soldiers will return. I can't\nexpose you to such danger."", '', '', '', '', '', '', '', '', '', '', '']"
18703,0,"['No matter the danger, I have to go.', '', '', '', '', '', '', '', '', '', '', '']"
18704,24918,"['No. I <i>want</> to go!', '', '', '', '', '', '', '', '', '', '', '']"
18705,0,"['Rita...', '', '', '', '', '', '', '', '', '', '', '']"
18706,17143,"['I like that look in your eye.', '', '', '', '', '', '', '', '', '', '', '']"
18707,24876,"['What?', '', '', '', '', '', '', '', '', '', '', '']"
18708,0,"['You always looked like you were lost.', '', '', '', '', '', '', '', '', '', '', '']"
18709,0,"[""But you're not anymore."", '', '', '', '', '', '', '', '', '', '', '']"
18710,24921,"['Mr. Croft...', '', '', '', '', '', '', '', '', '', '', '']"
18711,17132,"[""I'll be waiting for you at the clinic.\n...Please, be careful."", '', '', '', '', '', '', '', '', '', '', '']"
18712,24909,"['...I will!', '', '', '', '', '', '', '', '', '', '', '']"
18713,24866,"[""I was just thinking of heading\nto Mr. Croft's temporary clinic."", '', '', '', '', '', '', '', '', '', '', '']"
18714,0,"[""...I know it's dangerous,\nbut I'm not that scared."", '', '', '', '', '', '', '', '', '', '', '']"
18715,24909,"['After all, I have you around.', '', '', '', '', '', '', '', '', '', '', '']"
18716,0,"[""And you've never steered me wrong before."", '', '', '', '', '', '', '', '', '', '', '']"
18717,24891,"[""I know we'll be fine."", '', '', '', '', '', '', '', '', '', '', '']"
18718,24928,"[""Whenever you're ready, lead the way!"", '', '', '', '', '', '', '', '', '', '', '']"
18719,24866,"['Sorry to keep you waiting, Mr. Croft.', '', '', '', '', '', '', '', '', '', '', '']"
18720,17144,"['There you are!\nTake care of this patient here!', '', '', '', '', '', '', '', '', '', '', '']"
