m_id,m_Repeat,m_HoldTime,m_AvailTime,m_Animations,m_PlayTimes,m_PlayRates,m_Effects,m_InvokeTimes,m_EffectLayout,m_OffsetsH,m_OffsetsV,m_Sounds,m_SoundTimes,m_Voices1,m_Voices2,m_Voices3,m_VoiceTimes,m_Texts,m_TextTime,m_CharaVisibility,m_VisibilityTarget,m_VisibilityStartTime
50453,1,0.699999988079071,0.30000001192092896,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 398, 0]","[0.0, 0.4000000059604645, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 802, 0]","[0.0, 0.4000000059604645, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50454,1,0.5,0.20000000298023224,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[398, 0, 0]","[0.0, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[802, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50455,1,0.699999988079071,0.30000001192092896,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[373, 395, 0]","[0.0, 0.4000000059604645, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[792, 794, 0]","[0.0, 0.4000000059604645, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50456,1,0.5,0.20000000298023224,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[395, 0, 0]","[0.0, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[794, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50457,1,0.800000011920929,0.800000011920929,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[368, 383, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[795, 577, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50458,1,2.5,1.600000023841858,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[383, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[577, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50459,1,0.5,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[369, 71, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, -50.0, 0.0]","[-9999.0, -9999.0, 0.0]","[798, 578, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50460,1,3.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[71, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 4, 204]","[-50.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[578, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50461,1,0.5,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[370, 72, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[759, 579, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50462,1,2.0,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[72, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[579, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50463,1,0.5,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[371, 73, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[676, 580, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50464,1,2.700000047683716,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[73, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[580, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50465,1,0.5,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 74, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 581, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50466,1,3.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[74, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[581, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50467,1,0.5,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[373, 75, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[792, 582, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50468,1,2.5,0.5,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[75, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 4, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[582, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50469,1,0.5,0.20000000298023224,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[150, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[240, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50470,1,0.5,0.20000000298023224,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[151, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[240, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50471,1,0.5,0.20000000298023224,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[152, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[240, 0, 0]","[0.10000000149011612, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50472,1,1.2000000476837158,0.5,"[204, 16, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[37, 56, 0]","[0.10000000149011612, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[241, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50473,1,0.800000011920929,0.6000000238418579,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[32, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[488, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50474,1,0.800000011920929,0.6000000238418579,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[587, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[231, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50475,1,0.5,0.20000000298023224,"[204, 0, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[268, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[488, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50476,1,0.800000011920929,0.6000000238418579,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10, 10, 0]","[0.20000000298023224, 0.5, 0.0]","[204, 1, 204]","[-50.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[713, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50477,1,0.800000011920929,0.6000000238418579,"[204, 12, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[139, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[242, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50478,1,0.800000011920929,0.6000000238418579,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[137, 0, 0]","[0.20000000298023224, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50479,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[143, 367, 0]","[0.20000000298023224, 0.20000000298023224, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 738, 0]","[0.20000000298023224, 0.20000000298023224, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50480,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 381, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 795, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50481,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 382, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 796, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50482,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 383, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 797, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50483,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 384, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 798, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50484,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 385, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 799, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50485,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 386, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 800, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50486,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 387, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 759, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50487,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 388, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 760, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50488,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 389, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 761, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50489,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 390, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 676, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50490,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 391, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 762, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50491,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 392, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 763, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50492,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 396, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 672, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50493,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 397, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 801, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50494,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 398, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 802, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
50495,1,1.399999976158142,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[230, 393, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[218, 792, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
