m_id,m_InvokeTiming,m_InvokeCondition,m_TargetType,m_ModifyType,m_ModifyStatus,m_HitRatio,m_HitTypes,m_CalcType,m_Values,m_Turns,m_OverwriteCount,m_Counts,m_OrderPriority,m_NextPriority,m_ShieldDamage,m_IgnoreWeak,m_CriticalRatio,m_Suicide,m_LotteryAilment,m_AilmentInvokeCondition,m_AddAilment,m_CalcTypeAilment,m_ValueAilment,m_WeakLockID,m_DelayedSkill,m_SubAilment,m_CalcTypeResist,m_AddResistWeapon,m_AddResistMagic,m_ResistID,m_ResistAilment,m_ResistAilmentID,m_Reinforcement,m_WeakChangeID,m_EnhancedSkillID,m_SummonGuestID,m_OverrideWeapon,m_OverrideMagic,m_SkillAvailMagnificationCondition,m_SkillAvailMagnificationConditionArray,m_SkillAvailMagnification,m_SkillAvailMagnificationArray,m_InvocationProbability,m_ModeChangeID
60531,cc01,0,cc02,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65366, 0, 0, 0]","[4, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 1, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
60583,cc01,0,cc03,cc01,cc05,100,"[0, 0, 0, 0]",cc02,"[65476, 0, 0, 0]","[3, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
60584,cc01,0,cc02,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[4, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
60585,cc01,0,cc02,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[4, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
60586,cc01,0,cc03,cc01,cc05,100,"[24, 0, 0, 0]",cc01,"[65491, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
60587,cc01,0,cc03,cc01,cc05,100,"[25, 0, 0, 0]",cc01,"[65491, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
60588,cc01,0,cc03,cc01,cc05,100,"[26, 0, 0, 0]",cc01,"[65491, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61000,cc01,0,cc02,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[3, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61005,cc01,0,cc05,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61123,cc01,0,cc01,cc01,cc05,100,"[29, 0, 0, 0]",cc01,"[65466, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61124,cc01,0,cc01,cc01,cc05,100,"[30, 0, 0, 0]",cc01,"[65456, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61125,cc01,0,cc03,cc01,cc05,100,"[31, 0, 0, 0]",cc02,"[65476, 0, 0, 0]","[2, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61126,cc01,0,cc05,cc01,cc05,100,"[0, 0, 0, 0]",cc03,"[1, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61127,cc01,0,cc05,cc01,cc07,100,"[0, 0, 0, 0]",cc04,"[1, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61128,cc01,0,cc05,cc01,cc08,100,"[0, 0, 0, 0]",cc04,"[2, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61129,cc01,0,cc05,cc01,cc07,100,"[0, 0, 0, 0]",cc03,"[65436, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61130,cc01,0,cc05,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[2, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[106, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61221,cc01,0,cc05,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61408,cc01,0,cc03,cc01,cc05,100,"[37, 0, 0, 0]",cc01,"[65481, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
62275,cc01,0,cc08,cc01,cc0d,100,"[0, 0, 0, 0]",cc00,"[2, 0, 0, 0]","[2, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
62276,cc01,0,cc05,cc01,cc0d,100,"[0, 0, 0, 0]",cc00,"[2, 0, 0, 0]","[2, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61517,cc01,0,cc02,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65421, 0, 0, 0]","[4, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61518,cc01,0,cc03,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65456, 0, 0, 0]","[3, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61519,cc01,0,cc03,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65476, 0, 0, 0]","[3, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61520,cc01,0,cc01,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65376, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61521,cc01,0,cc02,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65491, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61522,cc01,0,cc02,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65396, 0, 0, 0]","[4, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61523,cc01,0,cc01,cc01,cc05,100,"[0, 0, 0, 0]",cc01,"[65356, 0, 0, 0]","[3, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61524,cc01,0,cc05,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 3, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
61525,cc01,0,cc05,cc01,cc00,100,"[0, 0, 0, 0]",cc00,"[0, 0, 0, 0]","[0, 0, 0, 0]",194,"[0, 0, 0, 0]",0,0,0,194,0,194,194,0,"[113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[204, 4, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0, 204, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cc00,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,cc00,0,0,0,0,0,"[0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0]",0,0
