m_id,m_Label,m_VoiceID,m_JobID,m_UseCount,m_RemainTurn,m_Level,m_FcRank,m_Param,m_EquipAtk,m_ResistID,m_ResistWeapon,m_ResistMagic,m_EnemyTypeID,m_TacticalAssignID,m_SkillsID,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL
10101,GuestNpc_PlT11_F009_2,cc00,5,1,1,47,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 163, 177, 163, 177, 0, 123, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,123,50299,0.0,0.0,1.0,0.0,0.0,1.0
10102,GuestNpc_PlT11_W006_1,cc00,7,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40085,0.0,0.0,1.0,0.0,0.0,1.0
10384,GuestNpc_PlT11_W006_2,cc00,7,4,1,49,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 165, 179, 165, 179, 0, 123, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,50297,0.0,0.0,1.0,0.0,0.0,1.0
10103,GuestNpc_PlT11_P005_1,cc00,7,2,1,2,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 97, 115, 108, 135, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40086,0.0,0.0,1.0,0.0,0.0,1.0
10385,GuestNpc_PlT11_P005_2,cc00,7,2,1,51,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 205, 209, 235, 238, 0, 123, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40086,0.0,0.0,1.0,0.0,0.0,1.0
10104,GuestNpc_PlT11_F010_1,cc00,4,3,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 114, 128, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40087,0.0,0.0,1.0,0.0,0.0,1.0
10105,GuestNpc_PlT11_F011_1,cc00,8,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 115, 130, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40088,0.0,0.0,1.0,0.0,0.0,1.0
10386,GuestNpc_PlT11_F011_2,cc00,8,4,1,51,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 205, 209, 230, 235, 0, 123, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40088,0.0,0.0,1.0,0.0,0.0,1.0
10106,GuestNpc_PlT11_W007_1,cc00,8,3,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,40089,0.0,0.0,1.0,0.0,0.0,1.0
10275,GuestNpc_UniqueF_Simeon_1,cc00,1,10,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 149, 155, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10227,GuestNpc_PlT11_P008_1,cc00,4,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 336, 363, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50143,0.0,0.0,1.0,0.0,0.0,1.0
10107,GuestNpc_SeT11_F001_bar_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50144,0.0,0.0,1.0,0.0,0.0,1.0
10108,GuestNpc_SeT11_W001_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50145,0.0,0.0,1.0,0.0,0.0,1.0
10109,GuestNpc_SeT11_P001_inn_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50146,0.0,0.0,1.0,0.0,0.0,1.0
10122,GuestNpc_SeT11_W002_1,cc00,7,3,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,170,50147,0.0,0.0,1.0,0.0,0.0,1.0
10251,GuestNpc_SeT11_W002_2,cc00,7,3,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 209, 213, 209, 213, 0, 123, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,170,50309,0.0,0.0,1.0,0.0,0.0,1.0
10123,GuestNpc_SeT11_F002_1,cc00,5,1,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 109, 131, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50148,0.0,0.0,1.0,0.0,0.0,1.0
10125,GuestNpc_SeT11_W004_1,cc00,7,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 187, 201, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50150,0.0,0.0,1.0,0.0,0.0,1.0
10253,GuestNpc_SeT11_W004_2,cc00,7,4,1,51,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 230, 234, 205, 209, 0, 141, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50150,0.0,0.0,1.0,0.0,0.0,1.0
10126,GuestNpc_SeT11_W005_1,cc00,6,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 175, 184, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50151,0.0,0.0,1.0,0.0,0.0,1.0
10254,GuestNpc_SeT11_W005_2,cc00,6,2,1,51,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 236, 240, 205, 209, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50151,0.0,0.0,1.0,0.0,0.0,1.0
10127,GuestNpc_SeT11_P002_1,cc00,4,3,1,27,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 130, 139, 145, 154, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50152,0.0,0.0,1.0,0.0,0.0,1.0
10130,GuestNpc_SeT11_F003_1,cc00,6,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 145, 155, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50155,0.0,0.0,1.0,0.0,0.0,1.0
10387,GuestNpc_SeT11_F003_2,cc00,6,4,1,49,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 165, 179, 189, 201, 0, 123, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50304,0.0,0.0,1.0,0.0,0.0,1.0
10132,GuestNpc_SeT11_P004_1,cc00,7,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 330, 362, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50157,0.0,0.0,1.0,0.0,0.0,1.0
10134,GuestNpc_SeT11_P005_1,cc00,4,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 142, 158, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50159,0.0,0.0,1.0,0.0,0.0,1.0
10388,GuestNpc_SeT11_P005_2,cc00,4,2,1,51,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 205, 209, 232, 240, 0, 123, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50314,0.0,0.0,1.0,0.0,0.0,1.0
10135,GuestNpc_SeT11_F005_1,cc00,6,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 127, 149, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,50160,0.0,0.0,1.0,0.0,0.0,1.0
10389,GuestNpc_SeT11_F005_2,cc00,6,3,1,51,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 205, 209, 227, 240, 0, 123, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,50160,0.0,0.0,1.0,0.0,0.0,1.0
10136,GuestNpc_SeT11_W008_1,cc00,1,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 151, 162, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50161,0.0,0.0,1.0,0.0,0.0,1.0
10113,GuestNpc_DsT11_F001_bar_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50163,0.0,0.0,1.0,0.0,0.0,1.0
10114,GuestNpc_DsT11_P001_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50164,0.0,0.0,1.0,0.0,0.0,1.0
10115,GuestNpc_DsT11_W001_inn_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50165,0.0,0.0,1.0,0.0,0.0,1.0
10224,GuestNpc_DsT11_W002_1,cc00,7,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 175, 185, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50166,0.0,0.0,1.0,0.0,0.0,1.0
10138,GuestNpc_DsT11_F002_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50167,0.0,0.0,1.0,0.0,0.0,1.0
10139,GuestNpc_DsT11_P002_1,cc00,7,3,1,55,8,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 235, 243, 209, 213, 0, 151, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50168,0.0,0.0,1.0,0.0,0.0,1.0
10141,GuestNpc_DsT11_P003_1,cc00,1,2,1,40,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 181, 189, 156, 171, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50170,0.0,0.0,1.0,0.0,0.0,1.0
10390,GuestNpc_DsT11_P003_2,cc00,1,2,1,60,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 243, 242, 213, 218, 0, 141, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50170,0.0,0.0,1.0,0.0,0.0,1.0
10143,GuestNpc_DsT11_W003_1,cc00,3,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 121, 143, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50172,0.0,0.0,1.0,0.0,0.0,1.0
10150,GuestNpc_DsT11_F006_1,cc00,3,4,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 112, 133, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50179,0.0,0.0,1.0,0.0,0.0,1.0
10151,GuestNpc_DsT11_F007_1,cc00,3,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50180,0.0,0.0,1.0,0.0,0.0,1.0
10152,GuestNpc_DsT11_F008_1,cc00,6,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 142, 161, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50181,0.0,0.0,1.0,0.0,0.0,1.0
10153,GuestNpc_DsT11_W008_1,cc00,7,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 131, 144, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50182,0.0,0.0,1.0,0.0,0.0,1.0
10154,GuestNpc_DsT11_W009_1,cc00,8,3,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50183,0.0,0.0,1.0,0.0,0.0,1.0
10391,GuestNpc_DsT11_W009_2,cc00,8,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 218, 223, 218, 223, 0, 151, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50300,0.0,0.0,1.0,0.0,0.0,1.0
10155,GuestNpc_DsT11_P006_1,cc00,4,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 185, 203, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50184,0.0,0.0,1.0,0.0,0.0,1.0
10392,GuestNpc_DsT11_P006_2,cc00,4,2,1,60,8,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 213, 218, 236, 245, 0, 151, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50184,0.0,0.0,1.0,0.0,0.0,1.0
10156,GuestNpc_DsT11_F009_1,cc00,4,4,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 173, 191, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50185,0.0,0.0,1.0,0.0,0.0,1.0
10157,GuestNpc_DsT11_W010_1,cc00,3,2,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50186,0.0,0.0,1.0,0.0,0.0,1.0
10158,GuestNpc_DsT11_W011_1,cc00,6,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50187,0.0,0.0,1.0,0.0,0.0,1.0
10159,GuestNpc_DsT11_P007_1,cc00,6,3,1,42,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 183, 191, 158, 172, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50188,0.0,0.0,1.0,0.0,0.0,1.0
10161,GuestNpc_DsT11_W013_1,cc00,2,4,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50190,0.0,0.0,1.0,0.0,0.0,1.0
10163,GuestNpc_DsT11_W014_1,cc00,2,3,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50192,0.0,0.0,1.0,0.0,0.0,1.0
10393,GuestNpc_DsT11_W014_2,cc00,2,3,1,65,8,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 218, 223, 218, 223, 0, 151, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50313,0.0,0.0,1.0,0.0,0.0,1.0
10164,GuestNpc_DsT11_F011_1,cc00,8,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 125, 148, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50193,0.0,0.0,1.0,0.0,0.0,1.0
10394,GuestNpc_DsT11_F011_2,cc00,8,3,1,65,8,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 251, 246, 218, 223, 0, 151, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50193,0.0,0.0,1.0,0.0,0.0,1.0
10165,GuestNpc_DsT11_P008_1,cc00,3,3,1,42,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 158, 172, 158, 172, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50194,0.0,0.0,1.0,0.0,0.0,1.0
10167,GuestNpc_DsT11_W016_1,cc00,2,2,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 209, 213, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50196,0.0,0.0,1.0,0.0,0.0,1.0
10228,GuestNpc_DsT11_P009_1,cc00,8,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 338, 360, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50197,0.0,0.0,1.0,0.0,0.0,1.0
10116,GuestNpc_RvT11_P001_bar_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50198,0.0,0.0,1.0,0.0,0.0,1.0
10117,GuestNpc_RvT11_F001_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50199,0.0,0.0,1.0,0.0,0.0,1.0
10118,GuestNpc_RvT11_W001_inn_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50200,0.0,0.0,1.0,0.0,0.0,1.0
10168,GuestNpc_RvT11_P002_1,cc00,2,3,1,49,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 185, 206, 165, 179, 0, 141, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50201,0.0,0.0,1.0,0.0,0.0,1.0
10169,GuestNpc_RvT11_F002_1,cc00,5,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 181, 200, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,50202,0.0,0.0,1.0,0.0,0.0,1.0
10170,GuestNpc_RvT11_F003_1,cc00,5,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 147, 156, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50203,0.0,0.0,1.0,0.0,0.0,1.0
10395,GuestNpc_RvT11_F003_2,cc00,5,4,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 237, 246, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50203,0.0,0.0,1.0,0.0,0.0,1.0
10171,GuestNpc_RvT11_W002_1,cc00,7,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 186, 195, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50204,0.0,0.0,1.0,0.0,0.0,1.0
10256,GuestNpc_RvT11_W002_2,cc00,7,3,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 231, 236, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50305,0.0,0.0,1.0,0.0,0.0,1.0
10173,GuestNpc_RvT11_F004_1,cc00,3,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 175, 186, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50206,0.0,0.0,1.0,0.0,0.0,1.0
10174,GuestNpc_RvT11_W004_1,cc00,7,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 147, 157, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50207,0.0,0.0,1.0,0.0,0.0,1.0
10396,GuestNpc_RvT11_W004_2,cc00,7,4,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 239, 239, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50207,0.0,0.0,1.0,0.0,0.0,1.0
10175,GuestNpc_RvT11_F005_1,cc00,2,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 147, 161, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50212,0.0,0.0,1.0,0.0,0.0,1.0
10259,GuestNpc_RvT11_F005_2,cc00,2,3,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 176, 185, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50212,0.0,0.0,1.0,0.0,0.0,1.0
