m_id,m_ShowOrder,m_UniqueID,m_CharaID,m_Name,m_VoiceID,m_CueSheet,m_VoiceSymbol,m_ProfileVoiceID,m_InfluenceID,m_InfluenceVals,m_JobID,m_GenderID,m_RareMin,m_RareMax,m_Exp,m_LimitBreakItemID,m_DefaultSkills,m_SupportSkills,m_InfoCommandSkills,m_InfoSupportSkills,m_EventID,m_Param,m_ResistWeapon,m_ResistMagic,m_ResistID,m_EquipDef,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL,m_NameTexID,m_IllustID,m_MenuParam,m_IllustMaskID,m_IllustMaskParam,m_FlavorText,m_TownTextID,m_CampaignTriggerConditionID,m_EpiphanyItemID,m_StatusStoryTitle,m_StatusStoryIcon,m_GachaResultBgType,m_OverwriteBaseAttackSkill
84,0,84,1084,28695,84,3083,84,"[141, 142, 143]",3,"[10, 15, 20]",2,2,4,5,0,84,"[2184, 2185, 0]","[0, 0]","[2184, 2185, 2186, 2188, 2189, 2191, 2193, 2195, 2196, 0, 0, 0, 0, 0, 0]","[2187, 2192]",6084,"[0, 285, 51, 0, 0, 0, 0, 0, 0, 115, 124, 112, 86, 112, 106, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.02500000037252903,-0.02199999988079071,1.0,0.014999999664723873,0.10000000149011612,1.0,583,84,"[0.11999999731779099, 0.12999999523162842, 1.5, 1.5]",1083,"[14.0, 1.350000023841858, 0.3499999940395355, 0.05000000074505806, 1.0, 0.5, 1.0, 1.25, 0.25, 0.8500000238418579, 0.8500000238418579, 0.800000011920929, 0.6000000238418579, 0.6000000238418579, 0.5, 0.6000000238418579, 0.3499999940395355, 0.9900000095367432, 1.0, 0.6000000238418579, 0.699999988079071, 1.0, 0.11999999731779099]",29584,16024,0,9027,0,0,0,0
86,0,86,1086,28697,86,3085,86,"[141, 142, 143]",3,"[10, 15, 20]",8,1,4,5,0,86,"[2212, 2213, 0]","[0, 0]","[2212, 2213, 2214, 2216, 2217, 2219, 2221, 2223, 2224, 0, 0, 0, 0, 0, 0]","[2215, 2220]",6086,"[0, 195, 58, 0, 0, 0, 0, 0, 0, 102, 94, 118, 129, 109, 100, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.0,0.10000000149011612,1.0,585,86,"[-0.15000000596046448, -0.699999988079071, 1.7000000476837158, 1.7000000476837158]",1085,"[0.0, 1.100000023841858, 0.5, 0.05000000074505806, 0.800000011920929, 0.5, 1.0, 0.800000011920929, 0.10000000149011612, 0.550000011920929, 1.0, 0.6000000238418579, -0.6000000238418579, 1.2999999523162842, 1.0, 0.699999988079071, 0.44999998807907104, 1.0, 0.15000000596046448, 0.05000000074505806, 1.0, 0.44999998807907104, 0.10000000149011612]",29586,10001,0,9029,0,0,0,0
88,0,88,1088,28699,88,3087,88,"[141, 142, 143]",1,"[10, 15, 20]",4,2,4,5,0,88,"[2240, 2241, 0]","[0, 0]","[2240, 2241, 2242, 2244, 2245, 2247, 2249, 2251, 2252, 0, 0, 0, 0, 0, 0]","[2243, 2248]",6088,"[0, 195, 80, 0, 0, 0, 0, 0, 0, 80, 90, 150, 105, 110, 100, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.0,0.11999999731779099,1.0,587,88,"[0.0, 0.18000000715255737, 1.5, 1.5]",1087,"[325.0, 2.5, 0.5, 0.05000000074505806, 1.0, 0.5, 1.0, 1.100000023841858, -0.6000000238418579, 0.5, 0.8500000238418579, 1.0, -1.0, 0.6000000238418579, 0.6000000238418579, 1.0, 0.8999999761581421, 0.699999988079071, 1.0, 0.4000000059604645, 0.5, 0.699999988079071, 1.0]",29588,16014,0,9031,0,0,0,0
89,0,89,1089,28700,89,3088,89,"[141, 142, 143]",2,"[10, 15, 20]",4,1,4,5,0,89,"[2254, 2255, 0]","[0, 0]","[2254, 2255, 2256, 2258, 2259, 2261, 2263, 2265, 2266, 0, 0, 0, 0, 0, 0]","[2257, 2262]",6089,"[0, 210, 80, 0, 0, 0, 0, 0, 0, 70, 100, 145, 115, 100, 85, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.014999999664723873,-0.05999999865889549,1.0,0.019999999552965164,0.10000000149011612,1.0,588,89,"[-0.15000000596046448, -0.550000011920929, 1.600000023841858, 1.600000023841858]",1088,"[356.0, 2.0, 0.8999999761581421, 0.10000000149011612, 0.800000011920929, 0.5, 1.0, 1.2000000476837158, 0.15000000596046448, 0.8799999952316284, 0.8999999761581421, 0.7699999809265137, -0.15000000596046448, 0.5299999713897705, 0.3100000023841858, 0.3700000047683716, 1.0, 1.0, 0.2199999988079071, 0.17000000178813934, 0.4300000071525574, 0.2800000011920929, 1.0]",29589,16061,0,9032,0,0,0,0
97,0,97,1097,28708,97,3096,97,"[141, 142, 143]",2,"[10, 15, 20]",3,2,4,5,0,97,"[2357, 2358, 0]","[0, 0]","[2357, 2358, 2359, 2361, 2362, 2364, 2366, 2368, 2369, 0, 0, 0, 0, 0, 0]","[2360, 2365]",6097,"[0, 170, 40, 0, 0, 0, 0, 0, 0, 140, 85, 115, 80, 130, 115, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.019999999552965164,1.0,0.009999999776482582,0.10999999940395355,1.0,596,97,"[-0.09000000357627869, -0.3499999940395355, 1.600000023841858, 1.600000023841858]",1096,"[310.0, 1.590000033378601, 0.6000000238418579, 0.05000000074505806, 1.0, 0.5, 1.0, 0.9599999785423279, -0.8299999833106995, -0.6299999952316284, 0.8999999761581421, 0.38999998569488525, -1.0, -0.5299999713897705, 0.6299999952316284, 0.6499999761581421, 1.0, 0.9700000286102295, 0.9200000166893005, 1.0, 0.8600000143051147, 0.47999998927116394, 1.0]",29597,16010,0,9037,0,0,0,0
99,0,99,1099,28710,99,3098,99,"[141, 142, 143]",2,"[10, 15, 20]",1,2,4,5,0,99,"[2385, 2386, 0]","[0, 0]","[2385, 2386, 2387, 2389, 2390, 2392, 2394, 2396, 2397, 0, 0, 0, 0, 0, 0]","[2388, 2393]",6099,"[0, 280, 60, 0, 0, 0, 0, 0, 0, 125, 120, 130, 100, 105, 90, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.0,0.11999999731779099,1.0,598,99,"[-0.10000000149011612, 0.029999999329447746, 1.600000023841858, 1.600000023841858]",1098,"[107.0, 1.2000000476837158, 1.399999976158142, 0.05000000074505806, 1.0, 0.5, 1.0199999809265137, 0.8999999761581421, 3.0, -1.2000000476837158, 0.8500000238418579, -1.0, -15.0, 3.200000047683716, 0.4000000059604645, 0.6000000238418579, 0.8999999761581421, 1.0, 1.0, 1.0, 0.4000000059604645, 0.4000000059604645, 1.0]",29599,16061,0,9039,0,0,0,0
103,0,103,1103,28714,103,3102,103,"[141, 142, 143]",2,"[10, 15, 20]",4,2,4,5,0,103,"[2432, 2433, 0]","[0, 0]","[2432, 2433, 2434, 2436, 2437, 2439, 2441, 2443, 2444, 0, 0, 0, 0, 0, 0]","[2435, 2440]",6103,"[0, 215, 85, 0, 0, 0, 0, 0, 0, 80, 95, 150, 105, 125, 90, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.019999999552965164,-0.029999999329447746,1.0,0.019999999552965164,0.07999999821186066,1.0,602,103,"[0.0, 0.05999999865889549, 1.600000023841858, 1.600000023841858]",1102,"[30.0, 3.0, 0.800000011920929, 0.05000000074505806, 0.5, 0.30000001192092896, 1.0099999904632568, 1.0, 1.0, 0.800000011920929, 0.8500000238418579, 0.8999999761581421, 1.0, 1.0, 0.30000001192092896, 0.6000000238418579, 0.800000011920929, 0.800000011920929, 0.4000000059604645, 0.20000000298023224, 0.30000001192092896, 0.699999988079071, 1.0]",29603,3227,0,9042,0,0,0,0
105,0,105,1105,28716,105,3104,105,"[141, 142, 143]",1,"[10, 15, 20]",5,1,4,5,0,105,"[2457, 2458, 0]","[0, 0]","[2457, 2458, 2459, 2461, 2462, 2464, 2466, 2468, 2469, 0, 0, 0, 0, 0, 0]","[2460, 2465]",6105,"[0, 175, 55, 0, 0, 0, 0, 0, 0, 95, 115, 135, 125, 100, 100, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.03999999910593033,1.0,0.0,0.07999999821186066,1.0,604,105,"[0.4099999964237213, -0.4000000059604645, 1.5, 1.5]",1104,"[0.0, 1.7999999523162842, 0.699999988079071, 0.05000000074505806, 1.0, 0.5, 1.0, 1.5, 0.4000000059604645, 1.2000000476837158, 0.8500000238418579, 0.800000011920929, 0.800000011920929, 0.6000000238418579, 1.0, 0.8100000023841858, 0.4399999976158142, 0.3700000047683716, 1.0, 0.44999998807907104, 0.949999988079071, 1.0, 0.14000000059604645]",29605,16024,0,9043,0,0,0,0
107,0,107,1107,28718,107,3106,107,"[141, 142, 143]",3,"[10, 15, 20]",7,2,4,5,0,107,"[2482, 2483, 0]","[0, 0]","[2482, 2483, 2484, 2486, 2487, 2489, 2491, 51173, 51174, 0, 0, 0, 0, 0, 0]","[2485, 2490]",6107,"[0, 320, 45, 0, 0, 0, 0, 0, 0, 115, 130, 105, 120, 90, 95, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.019999999552965164,1.0,0.019999999552965164,0.07999999821186066,1.0,606,107,"[-0.009999999776482582, -0.4699999988079071, 1.5, 1.5]",1106,"[17.0, 1.840000033378601, 0.6899999976158142, 0.05000000074505806, 1.0, 0.5, 1.0, 1.1699999570846558, 0.3499999940395355, 1.0499999523162842, 0.8999999761581421, 0.9599999785423279, 0.7900000214576721, 0.800000011920929, 1.0, 0.4300000071525574, 0.23999999463558197, 1.0, 0.18000000715255737, 0.11999999731779099, 0.44999998807907104, 0.23999999463558197, 1.0]",29607,16055,0,9045,0,0,0,0
112,0,112,1112,28723,112,3111,112,"[141, 142, 143]",3,"[10, 15, 20]",3,2,4,5,0,112,"[2537, 2538, 0]","[0, 0]","[2537, 2538, 2539, 2541, 2542, 2544, 2546, 2650, 2651, 0, 0, 0, 0, 0, 0]","[2540, 2545]",6112,"[0, 185, 55, 0, 0, 0, 0, 0, 0, 115, 100, 90, 90, 145, 125, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.014999999664723873,-0.02800000086426735,1.0,0.02500000037252903,0.10000000149011612,1.0,611,112,"[-0.20000000298023224, -0.5799999833106995, 1.7000000476837158, 1.7000000476837158]",1111,"[0.0, 2.200000047683716, 0.800000011920929, 0.10000000149011612, 0.6000000238418579, 0.30000001192092896, 1.0, 0.800000011920929, 0.019999999552965164, -0.75, 1.0, 0.4000000059604645, -0.5, -1.0, 1.0, 0.5, 0.20000000298023224, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",29612,3257,0,9049,0,0,0,0
113,0,113,1113,28724,113,3112,113,"[141, 142, 143]",1,"[10, 15, 20]",1,2,4,5,0,113,"[2548, 2549, 0]","[0, 0]","[2548, 2549, 2550, 2552, 2553, 2555, 2557, 2559, 2560, 0, 0, 0, 0, 0, 0]","[2551, 2556]",6113,"[0, 250, 35, 0, 0, 0, 0, 0, 0, 105, 105, 140, 90, 115, 95, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.014999999664723873,-0.019999999552965164,1.0,0.0010000000474974513,0.10000000149011612,1.0,612,113,"[-0.44999998807907104, -0.5, 1.7000000476837158, 1.7000000476837158]",1112,"[306.0, 1.7999999523162842, 0.8999999761581421, 0.33000001311302185, 1.0, 0.5, 1.0, 0.949999988079071, -0.699999988079071, 0.800000011920929, 0.8999999761581421, 0.9800000190734863, -1.0, 0.8500000238418579, 1.0, 0.44999998807907104, 0.23000000417232513, 1.0, 0.2199999988079071, 0.07000000029802322, 0.6700000166893005, 0.2800000011920929, 1.0]",29613,10001,0,9050,0,0,0,0
122,0,122,1122,28733,122,3121,122,"[141, 142, 143]",3,"[10, 15, 20]",6,1,4,5,0,122,"[2730, 2731, 0]","[0, 0]","[2730, 2731, 2732, 2734, 2735, 2737, 2739, 2741, 2742, 0, 0, 0, 0, 0, 0]","[2733, 2738]",6122,"[0, 280, 40, 0, 0, 0, 0, 0, 0, 145, 100, 110, 90, 115, 110, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.05999999865889549,1.0,0.0,0.10000000149011612,1.0,621,122,"[-0.009999999776482582, -0.49000000953674316, 1.5, 1.5]",1121,"[20.0, 2.5, 0.5, 0.20000000298023224, 1.0, 0.5, 1.0, 1.2000000476837158, 0.5, 0.5, 0.8500000238418579, 1.2999999523162842, 1.2999999523162842, 1.7000000476837158, 0.8299999833106995, 0.7799999713897705, 0.15000000596046448, 1.0, 0.6200000047683716, 0.029999999329447746, 0.17000000178813934, 1.0, 0.4399999976158142]",29622,10001,0,9056,0,0,0,0
130,0,130,1130,28741,130,3129,130,"[141, 142, 143]",2,"[10, 15, 20]",8,1,4,5,0,130,"[2869, 2870, 0]","[0, 0]","[2869, 2870, 2871, 2873, 2874, 2876, 2878, 2880, 2881, 0, 0, 0, 0, 0, 0]","[2872, 2877]",6130,"[0, 177, 55, 0, 0, 0, 0, 0, 0, 120, 90, 105, 110, 115, 108, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.019999999552965164,-0.05000000074505806,1.0,0.0,0.07000000029802322,1.0,629,130,"[-0.10000000149011612, -0.6000000238418579, 1.7000000476837158, 1.7000000476837158]",1129,"[310.0, 3.0, 0.8999999761581421, 0.20000000298023224, 0.699999988079071, 0.30000001192092896, 1.0, 1.0700000524520874, -0.699999988079071, 0.8500000238418579, 0.8999999761581421, 0.9100000262260437, -1.100000023841858, 1.0, 0.9599999785423279, 1.0, 0.4699999988079071, 0.6200000047683716, 1.0, 0.15000000596046448, 0.07999999821186066, 0.7900000214576721, 1.0]",29630,16024,0,9064,0,0,0,0
131,0,131,1131,28742,131,3130,131,"[141, 142, 143]",1,"[10, 15, 20]",2,2,4,5,0,131,"[2887, 2888, 0]","[0, 0]","[2887, 2888, 2889, 2891, 2892, 2894, 2896, 2898, 2899, 0, 0, 0, 0, 0, 0]","[2890, 2895]",6131,"[0, 295, 60, 0, 0, 0, 0, 0, 0, 119, 114, 115, 84, 75, 108, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.019999999552965164,1.0,0.009999999776482582,0.11999999731779099,1.0,630,131,"[-0.019999999552965164, -0.30000001192092896, 1.5, 1.5]",1130,"[328.0, 2.299999952316284, 0.7799999713897705, 0.25999999046325684, 1.0, 0.5, 1.0, 1.0, -0.6800000071525574, 0.8100000023841858, 0.8999999761581421, 0.9200000166893005, -1.7999999523162842, 0.7400000095367432, 0.5299999713897705, 1.0, 0.7400000095367432, 1.0, 0.4399999976158142, 0.07999999821186066, 0.14000000059604645, 0.7599999904632568, 1.0]",29631,16014,0,9065,0,0,0,0
132,0,132,1132,28743,132,3131,132,"[141, 142, 143]",2,"[10, 15, 20]",8,2,4,5,0,132,"[2905, 2906, 0]","[0, 0]","[2905, 2906, 2907, 2909, 2910, 2912, 2914, 2916, 2917, 0, 0, 0, 0, 0, 0]","[2908, 2913]",6132,"[0, 140, 78, 0, 0, 0, 0, 0, 0, 90, 110, 125, 124, 110, 102, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.019999999552965164,1.0,0.009999999776482582,0.10000000149011612,1.0,631,132,"[-0.019999999552965164, -0.44999998807907104, 1.600000023841858, 1.600000023841858]",1132,"[40.0, 2.799999952316284, 1.0, 0.10000000149011612, 1.0, 0.5, 1.0, 1.2000000476837158, 0.6000000238418579, 0.800000011920929, 0.8999999761581421, 1.0, 0.800000011920929, 0.800000011920929, 1.0, 0.7799999713897705, 0.47999998927116394, 1.0, 0.8299999833106995, 0.1899999976158142, 0.14000000059604645, 1.0, 0.1899999976158142]",29632,16034,0,9066,0,0,0,0
133,0,133,1133,28744,133,3132,133,"[141, 142, 143]",1,"[10, 15, 20]",1,1,4,5,0,133,"[2923, 2924, 0]","[0, 0]","[2923, 2924, 2925, 2927, 2928, 2930, 2932, 50487, 50489, 0, 0, 0, 0, 0, 0]","[2926, 2931]",6133,"[0, 290, 35, 0, 0, 0, 0, 0, 0, 135, 95, 100, 80, 120, 140, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.009999999776482582,-0.009999999776482582,1.0,0.0,0.10000000149011612,1.0,632,133,"[-0.17000000178813934, -0.5, 1.7000000476837158, 1.7000000476837158]",1133,"[330.0, 3.9000000953674316, 1.2999999523162842, 0.05000000074505806, 0.4000000059604645, 0.20000000298023224, 1.0, 1.0, -0.3499999940395355, 1.0700000524520874, 0.8999999761581421, 0.8700000047683716, -0.4000000059604645, 0.8999999761581421, 0.7599999904632568, 0.47999998927116394, 0.3100000023841858, 1.0, 0.5, 0.20000000298023224, 0.30000001192092896, 0.4000000059604645, 1.0]",29633,16034,0,9067,0,0,0,0
184,0,184,1184,116761,184,3183,184,"[141, 142, 143]",2,"[10, 15, 20]",1,2,4,5,0,184,"[50957, 50958, 0]","[0, 0]","[50957, 50958, 50959, 50961, 50962, 50964, 50966, 50968, 50969, 0, 0, 0, 0, 0, 0]","[50960, 50965]",6184,"[0, 310, 30, 0, 0, 0, 0, 0, 0, 125, 140, 100, 115, 100, 110, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.009999999776482582,-0.029999999329447746,1.0,0.0,0.05999999865889549,1.0,683,184,"[-0.019999999552965164, -0.4699999988079071, 1.7000000476837158, 1.7000000476837158]",1183,"[308.0, 3.7200000286102295, 1.2000000476837158, 0.36000001430511475, 0.6000000238418579, 0.25, 1.0, 1.100000023841858, -0.800000011920929, 0.800000011920929, 0.8999999761581421, 1.5, -1.2000000476837158, 0.8199999928474426, 1.0, 0.6100000143051147, 0.25999999046325684, 1.0, 0.8600000143051147, 0.10999999940395355, 0.1899999976158142, 0.6600000262260437, 1.0]",29684,16122,0,9117,0,0,0,0
185,0,185,1185,116762,185,3184,185,"[141, 142, 143]",3,"[10, 15, 20]",5,2,4,5,0,185,"[50975, 50976, 0]","[0, 0]","[50975, 50976, 50977, 50979, 50980, 50982, 50984, 50986, 50987, 0, 0, 0, 0, 0, 0]","[50978, 50983]",6185,"[0, 165, 65, 0, 0, 0, 0, 0, 0, 85, 115, 135, 125, 120, 100, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.009999999776482582,-0.029999999329447746,1.0,0.009999999776482582,0.10000000149011612,1.0,684,185,"[-0.03999999910593033, -0.3499999940395355, 1.600000023841858, 1.600000023841858]",1184,"[37.5, 1.7000000476837158, 0.7599999904632568, 0.15000000596046448, 0.8100000023841858, 0.30000001192092896, 1.0, 1.1399999856948853, 0.4300000071525574, 0.800000011920929, 0.8999999761581421, 0.949999988079071, 0.699999988079071, 1.0, 0.5799999833106995, 1.0, 0.41999998688697815, 0.5099999904632568, 1.0, 0.17000000178813934, 0.05999999865889549, 0.5400000214576721, 1.0]",29685,16122,0,9118,0,0,0,0
186,0,186,1186,116763,186,3185,186,"[141, 142, 143]",3,"[10, 15, 20]",4,1,3,5,0,186,"[50993, 50994, 0]","[0, 0]","[50993, 50994, 50995, 50997, 50998, 51000, 51002, 51004, 51005, 0, 0, 0, 0, 0, 0]","[50996, 51001]",6186,"[0, 200, 80, 0, 0, 0, 0, 0, 0, 85, 80, 140, 105, 115, 80, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",-0.009999999776482582,-0.05000000074505806,1.0,-0.009999999776482582,0.10000000149011612,1.0,685,186,"[-0.07999999821186066, -0.1899999976158142, 1.5, 1.5]",1185,"[320.0, 1.590000033378601, 0.6000000238418579, 0.1599999964237213, 1.0, 0.5, 1.0, 0.9100000262260437, -0.23000000417232513, 0.7300000190734863, 0.8999999761581421, 0.6100000143051147, -0.28999999165534973, 0.4699999988079071, 0.20000000298023224, 0.3499999940395355, 1.0, 0.11999999731779099, 0.23999999463558197, 1.0, 0.14000000059604645, 1.0, 0.699999988079071]",29686,3278,0,9119,0,0,0,0
187,0,187,1187,116764,187,3186,187,"[141, 142, 143]",1,"[10, 15, 20]",3,2,4,5,0,187,"[51011, 51012, 0]","[0, 0]","[51011, 51012, 51013, 51015, 51016, 51018, 51020, 51022, 51023, 0, 0, 0, 0, 0, 0]","[51014, 51019]",6187,"[0, 195, 45, 0, 0, 0, 0, 0, 0, 120, 95, 115, 85, 145, 120, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,-0.009999999776482582,1.0,0.009999999776482582,0.11999999731779099,1.0,686,187,"[-0.05000000074505806, -0.23000000417232513, 1.600000023841858, 1.600000023841858]",1186,"[44.0, 3.799999952316284, 1.399999976158142, 0.25, 1.0, 0.5, 1.0, 1.0, 1.0, 0.8999999761581421, 0.8999999761581421, 1.0, 1.25, 0.800000011920929, 1.0, 0.4099999964237213, 0.11999999731779099, 1.0, 0.2199999988079071, 0.029999999329447746, 0.25999999046325684, 1.0, 0.8999999761581421]",29687,3278,0,9120,0,0,0,0
1001,4,0,1512,116290,0,0,0,"[0, 0, 0]",0,"[0, 0, 0]",1,0,4,5,0,0,"[0, 0, 0]","[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0]",0,"[0, 1655, 140, 0, 0, 0, 0, 0, 0, 185, 175, 145, 155, 175, 165, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[23, 10429, 10829, 0, 0]",0.0,0.0,1.0,0.0,0.0,1.0,0,0,"[0.0, 0.0, 0.0, 0.0]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29500,0,94051,0,0,0,0,0
1002,4,0,1513,116291,0,0,0,"[0, 0, 0]",0,"[0, 0, 0]",5,0,4,5,0,0,"[0, 0, 0]","[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0]",0,"[0, 1655, 140, 0, 0, 0, 0, 0, 0, 185, 175, 145, 155, 175, 165, 1, 0, 0, 0, 0, 0]","[100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100]",0,"[0, 0, 0, 0, 0]",0.0,0.0,1.0,0.0,0.0,1.0,0,0,"[0.0, 0.0, 0.0, 0.0]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29500,0,94051,0,0,0,0,0
