m_id,m_OwnerChara,m_MapID,m_AppearLabel,m_AppearDir,m_TalkDir,m_EventID,m_QuestID,m_Priority,m_InputCheck,m_HideChara,m_HideIcon,m_Root,m_AutoTalk,m_ChoiceTalk,m_Affection,m_ChainTalk,m_TalkText,m_EmbedWord1,m_EmbedWord2,m_EmbedWord3,m_EmbedWord4,m_Boss,m_Progress,m_ChainConditionID,m_Inflence,m_TrigConditionID,m_NoneConditionID,m_ChoiceJump
323,94,48,Landmark69,1,6,0,0,10,0,194,194,194,194,194,194,324,254,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
324,94,48,Landmark69,1,6,0,0,10,0,194,194,194,194,194,194,0,255,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
325,107,48,Landmark70,1,6,0,0,10,0,194,194,195,194,194,194,0,256,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
326,136,48,Landmark71,3,6,0,0,10,0,194,194,195,194,194,194,327,257,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
327,136,48,Landmark71,3,6,0,0,10,0,194,194,194,194,194,194,0,258,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
328,107,48,Landmark72,3,6,0,0,10,0,194,194,195,194,194,194,329,259,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
329,107,48,Landmark72,3,6,0,0,10,0,194,194,194,194,194,194,330,260,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
330,107,48,Landmark72,3,6,0,0,10,0,194,194,194,194,194,194,0,261,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[8, 0, 0, 0]","[0, 0, 0, 0]"
331,136,54,Landmark68,3,3,0,0,10,0,194,194,195,194,194,194,0,262,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
332,94,48,Landmark69,1,6,0,0,10,0,194,194,195,194,194,194,0,263,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
333,94,48,,1,6,0,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
334,107,48,Landmark70,1,6,0,0,10,0,194,194,195,194,194,194,0,265,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
335,136,48,Landmark71,3,6,0,0,10,0,194,194,195,194,194,194,0,266,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
336,107,48,Landmark72,3,6,0,0,10,0,194,194,195,194,194,194,0,267,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
337,136,48,Landmark71,1,6,0,0,10,0,194,194,195,194,194,194,0,268,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
338,107,66,Landmark73,1,1,0,0,10,0,194,194,195,194,194,194,0,265,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[14, 0, 0, 0]","[0, 0, 0, 0]"
339,0,59,EvTr_EvPC057_01_01a,1,6,1721,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[71, 0, 0, 0]","[0, 0, 0, 0]"
340,0,59,EvTr_EvPC057_01_02a,1,6,1722,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[71, 0, 0, 0]","[72, 0, 0, 0]","[0, 0, 0, 0]"
341,0,59,EvTr_EvPC057_02_01a,1,6,1723,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[72, 82, 0, 0]","[73, 0, 0, 0]","[0, 0, 0, 0]"
342,0,59,EvTr_EvPC057_02_02a,1,6,1724,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[73, 0, 0, 0]","[74, 0, 0, 0]","[0, 0, 0, 0]"
343,0,59,EvTr_EvPC057_02_02b,1,6,1725,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[74, 0, 0, 0]","[75, 0, 0, 0]","[0, 0, 0, 0]"
344,0,59,EvTr_EvPC057_03_01a,1,6,1726,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[75, 59, 0, 0]","[76, 0, 0, 0]","[0, 0, 0, 0]"
345,0,59,EvTr_EvPC057_03_02a,1,6,1727,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[76, 0, 0, 0]","[77, 0, 0, 0]","[0, 0, 0, 0]"
346,0,59,EvTr_EvPC057_04_01a,1,6,1728,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[77, 60, 0, 0]","[78, 0, 0, 0]","[0, 0, 0, 0]"
347,0,59,EvTr_EvPC057_04_02a,1,6,1729,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[78, 0, 0, 0]","[79, 0, 0, 0]","[0, 0, 0, 0]"
348,0,59,EvTr_EvPC057_04_03a,1,6,1730,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[79, 0, 0, 0]","[80, 0, 0, 0]","[0, 0, 0, 0]"
349,0,59,EvTr_EvPC057_04_04a,1,6,1731,0,10,0,195,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[80, 0, 0, 0]","[81, 0, 0, 0]","[0, 0, 0, 0]"
350,0,58,authority_1_01,3,0,101,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[84, 0, 0, 0]","[0, 0, 0, 0]"
351,0,62,authority_1_02b,3,0,103,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[84, 0, 0, 0]","[85, 0, 0, 0]","[0, 0, 0, 0]"
352,0,59,authority_1_03b,3,0,105,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[85, 0, 0, 0]","[86, 0, 0, 0]","[0, 0, 0, 0]"
353,0,63,authority_1_05a,3,0,108,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[86, 0, 0, 0]","[87, 0, 0, 0]","[0, 0, 0, 0]"
354,0,63,authority_1_05b,3,0,110,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[87, 0, 0, 0]","[88, 0, 0, 0]","[0, 0, 0, 0]"
355,116,59,authority_1_06b,3,6,112,0,10,0,194,194,195,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[88, 0, 0, 0]","[89, 0, 0, 0]","[0, 0, 0, 0]"
356,130,59,authority_1_08a,3,6,116,0,10,0,194,194,195,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[89, 0, 0, 0]","[90, 0, 0, 0]","[0, 0, 0, 0]"
357,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
358,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
359,0,58,authority_2_00,3,0,118,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[90, 0, 0, 0]","[91, 0, 0, 0]","[0, 0, 0, 0]"
360,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
361,130,62,authority_2_02,2,6,120,0,10,0,194,194,195,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[91, 0, 0, 0]","[92, 0, 0, 0]","[0, 0, 0, 0]"
362,0,63,authority_2_03,3,0,121,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[92, 0, 0, 0]","[93, 0, 0, 0]","[0, 0, 0, 0]"
363,0,63,authority_2_04,3,0,122,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[93, 0, 0, 0]","[94, 0, 0, 0]","[0, 0, 0, 0]"
364,0,87,authority_2_06a,3,0,124,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[94, 0, 0, 0]","[95, 0, 0, 0]","[0, 0, 0, 0]"
365,0,79,authority_2_07,3,0,126,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[95, 0, 0, 0]","[96, 0, 0, 0]","[0, 0, 0, 0]"
366,130,59,authority_2_08,3,6,129,0,10,0,194,194,195,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[96, 0, 0, 0]","[97, 0, 0, 0]","[0, 0, 0, 0]"
367,0,58,authority_2_12,3,0,134,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[97, 0, 0, 0]","[98, 0, 0, 0]","[0, 0, 0, 0]"
368,0,142,authority_2_14,3,0,136,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[98, 0, 0, 0]","[99, 0, 0, 0]","[0, 0, 0, 0]"
369,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
370,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
371,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
372,0,59,authority_3_00,3,0,139,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[99, 0, 0, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]"
373,125,58,authority_3_02b,3,6,143,0,10,0,194,194,195,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[100, 0, 0, 0]","[101, 0, 0, 0]","[0, 0, 0, 0]"
374,0,145,authority_3_03,3,0,144,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[101, 0, 0, 0]","[102, 0, 0, 0]","[0, 0, 0, 0]"
375,0,142,authority_3_04c,3,0,148,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[102, 0, 0, 0]","[103, 0, 0, 0]","[0, 0, 0, 0]"
376,0,145,authority_3_05,3,0,150,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[103, 0, 0, 0]","[104, 0, 0, 0]","[0, 0, 0, 0]"
377,0,145,authority_3_08,3,0,157,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[104, 0, 0, 0]","[105, 0, 0, 0]","[0, 0, 0, 0]"
378,0,58,authority_3_09,3,0,159,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[105, 0, 0, 0]","[106, 0, 0, 0]","[0, 0, 0, 0]"
379,0,65,authority_3_10b,3,0,161,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[106, 0, 0, 0]","[107, 0, 0, 0]","[0, 0, 0, 0]"
380,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
381,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
382,0,0,,3,0,0,0,10,0,195,195,195,195,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
