m_id,m_SE,m_CloseMinimapIcon,m_OpenMinimapIcon,m_Priority,m_RepopType,m_RepopValue,m_KeyId,m_RewardType,m_RewardItemId,m_RewardItemNum,m_RewardOption0,m_RewardProbability,m_EffectId,m_ClosePath,m_OpenPath
7012,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[55, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7013,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7014,426,2,3,0,0,0,"[0, 0, 0]","[230, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7020,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[115, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7021,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[57, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7022,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1019, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7023,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7030,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11023, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7031,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7032,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7500, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7033,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7040,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[231, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7041,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[241, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7042,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[183, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7043,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7050,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7051,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7052,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7053,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7060,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10430, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7061,426,2,3,0,0,0,"[0, 0, 0]","[210, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50208, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7062,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11030, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7063,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7198,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10630, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7199,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10030, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7070,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10830, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7071,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10230, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7072,426,2,3,0,0,0,"[0, 0, 0]","[210, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50208, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7073,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[183, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
8016,957,0,0,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30305, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7080,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10423, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7081,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7082,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[57, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7083,426,2,3,0,0,0,"[0, 0, 0]","[210, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50207, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7084,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7090,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7091,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[229, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7092,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1215, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7093,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[417, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7094,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7100,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3500, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
7101,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[114, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
7102,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10821, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
