m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_NameUI,m_LevelUI,m_HpUI,m_ShieldUI,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
30498,Enemy_ClbBD_Rank03_L_Boss,5244,65,200,11,32619,50,720,55,720,27,220,166,291,166,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",10238,709,8540,9000,20644,"[0, 0, 0]","[0.0, 0.0]",1,195,195,195,195,"[0, 76, 0]",194,0,0,0
30499,Enemy_ClbBD_Rank01_Zako1,5245,20,200,5,695,50,253,36,253,31,116,103,128,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,242,320,420,20645,"[0, 0, 0]","[0.20999999344348907, 0.0]",0,195,195,195,195,"[0, 43, 0]",194,0,0,0
30500,Enemy_ClbBD_Rank01_Zako2,5246,23,200,6,1343,56,283,48,283,43,130,145,226,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",19,599,480,440,20646,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30501,Enemy_ClbBD_Rank01_Zako3,5247,25,200,8,1540,60,308,51,308,45,134,167,252,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",45,451,590,480,20647,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30502,Enemy_ClbBD_Rank01_Zako4,5248,25,200,9,1615,60,308,51,242,45,134,167,252,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,661,620,510,20648,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30503,Enemy_ClbBD_Rank01_Zako5,5249,25,200,12,30,40,140,9999,248,9999,9999,84,161,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,711,1800,3000,20649,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30504,Enemy_ClbBD_Rank02_Zako1,5250,35,200,7,2211,70,380,51,390,45,139,147,153,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,660,780,460,20650,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30505,Enemy_ClbBD_Rank02_Zako2,5251,38,200,8,3323,76,400,61,380,55,156,170,261,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",38,705,1000,510,20651,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30506,Enemy_ClbBD_Rank02_Zako3,5252,40,200,9,10500,50,500,55,500,27,160,166,291,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",10235,709,2280,1140,20652,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 76, 0]",194,0,0,0
30507,Enemy_ClbBD_Rank02_Zako4,5253,40,200,10,3739,76,440,61,400,55,156,170,261,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",38,602,1180,520,20653,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30508,Enemy_ClbBD_Rank02_Zako5,5254,40,200,12,36,40,500,9999,500,9999,9999,90,171,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,712,6000,8000,20654,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30509,Enemy_ClbBD_Rank03_Zako1,5255,53,200,10,8397,106,720,81,635,74,200,218,331,102,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",38,707,2100,640,20655,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30510,Enemy_ClbBD_Rank03_Zako2,5256,55,200,11,7770,110,750,85,535,77,188,252,374,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",280,714,4260,1280,20656,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 78, 0]",194,0,0,0
30511,Enemy_ClbBD_Rank03_Zako3,5257,55,200,10,9620,106,750,81,555,74,200,218,331,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",38,521,2160,610,20657,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
30512,Enemy_ClbBD_Rank03_Zako4,5258,55,200,10,16870,106,800,81,800,74,200,218,331,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",282,20350,4320,1280,20658,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 45, 0]",194,0,0,0
30513,Enemy_ClbBD_Rank03_Zako5,5259,55,200,15,18000,40,600,82,600,75,210,218,331,113,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",279,20347,15000,13000,20659,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30514,Enemy_ClbBD_Rank01_Rare1,5260,20,200,11,25,40,106,9999,189,9999,9999,82,171,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,710,4000,2000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30527,Enemy_ClbBD_Rank01_Zako5R,5263,30,200,12,30,40,174,9999,248,9999,9999,84,161,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,711,8000,4000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30528,Enemy_ClbBD_Rank02_Zako5R,5264,40,200,14,40,40,222,9999,317,9999,9999,90,171,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,712,30000,10000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30529,Enemy_ClbBD_Rank03_Zako5R,5265,55,200,15,45,40,405,9999,579,9999,9999,120,171,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",279,20347,60000,15000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30530,Enemy_ClbBD_Rank03_Zako2R,5262,35,200,7,3080,99,525,25,480,21,176,194,196,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",281,20349,0,0,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
30531,Enemy_ClbBD_Rank02_Rare,5266,30,200,9,15,40,174,9999,248,9999,9999,84,161,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,711,8000,4000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30532,Enemy_ClbBD_Rank03_Rare,5267,40,200,11,20,40,222,9999,317,9999,9999,90,171,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,712,30000,10000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30563,Enemy_ClbBD_Rank01_OPT,5268,25,200,11,25,40,132,9999,189,9999,9999,82,161,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,710,0,0,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30564,Enemy_ClbBD_Rank02_OPT,5269,30,200,9,15,40,174,9999,248,9999,9999,84,161,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,711,0,0,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30565,Enemy_ClbBD_Rank03_OPT,5270,40,200,11,20,40,222,9999,317,9999,9999,90,171,999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32,712,0,0,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30566,Enemy_ClbBD_Rank03_Zako5K,5271,55,200,15,18000,40,600,82,600,75,210,218,331,113,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",285,20353,20000,13000,20659,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 77, 0]",194,0,0,0
30555,Enemy_HD_CatM_Rank01_Zako,500,15,200,10,14,40,93,9999,93,9999,9999,78,161,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,555,1000,1500,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30556,Enemy_HD_CatM_Rank02_Zako,501,30,200,12,20,40,126,9999,126,9999,9999,84,161,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,556,10000,5000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30557,Enemy_VHD_CatM_Rank01_Zako1,501,30,200,12,20,40,126,9999,126,9999,9999,84,161,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,556,10000,5000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30558,Enemy_VHD_CatM_Rank01_Zako2,503,20,200,11,17,40,103,9999,103,9999,9999,82,171,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,555,5000,3500,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30559,Enemy_VHD_CatM_Rank01_Zako3,504,35,200,13,24,40,136,9999,136,9999,9999,90,171,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,556,50000,15000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30540,Enemy_HD_CatM_Rank01_Boss,501,30,200,12,20,40,126,9999,126,9999,9999,84,161,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,556,10000,5000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30541,Enemy_HD_CatM_Rank02_Boss,504,35,200,13,24,40,136,9999,136,9999,9999,90,171,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,556,50000,15000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30542,Enemy_VHD_CatM_Rank01_Boss,502,50,200,14,27,40,163,9999,163,9999,9999,115,161,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,557,100000,25000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
30756,Enemy_VHD_CatM_Rank01_Boss2,505,55,200,15,30,40,173,9999,173,9999,9999,120,171,999,17,"[0, 100, 100, 100, 100, 100, 100, 100, 100]",114,557,300000,50000,0,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 53, 0]",194,0,0,0
20008,D_Enemy_Forest_1001_L013_01,20003,3,200,2,413,6,151,16,151,13,74,77,118,14,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50000,2,38,20008,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20009,D_Enemy_Forest_1001_L013_02,20004,3,200,2,413,6,151,16,151,13,74,77,118,14,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50009,2,38,20009,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20010,D_Enemy_Forest_1001_L013_03,20005,3,200,2,413,6,151,16,151,13,74,77,118,14,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50010,2,38,20010,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20011,D_Enemy_Forest_1001_L015_01,20006,9,200,2,828,18,174,19,174,16,92,85,134,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50001,5,45,20011,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20012,D_Enemy_Forest_1001_L015_02,20007,9,200,2,838,18,168,23,168,19,87,89,134,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50011,5,45,20012,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20013,D_Enemy_Forest_1001_L015_03,20008,9,200,2,826,18,174,16,174,12,95,92,134,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50012,5,45,20013,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20015,D_Enemy_Forest_1001_L016_01,20010,5,200,2,623,10,155,18,155,15,78,80,122,14,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50002,2,25,20015,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20016,D_Enemy_Forest_1001_L016_02,20011,5,200,2,623,10,155,18,155,15,78,80,122,14,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50014,2,25,20016,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20017,D_Enemy_Forest_1001_L016_03,20012,5,200,2,623,10,155,18,155,15,78,80,122,14,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50015,2,25,20017,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20018,D_Enemy_Forest_1001_L023_01,20013,7,200,2,816,14,173,16,173,12,88,76,128,16,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50003,4,35,20018,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20019,D_Enemy_Forest_1001_L023_02,20014,7,200,2,816,14,173,16,173,12,88,76,128,16,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50016,4,35,20019,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20020,D_Enemy_Forest_1001_L023_03,20015,7,200,2,816,14,173,16,173,12,88,76,128,16,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50017,4,35,20020,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20021,D_Enemy_Forest_1001_L024_01,20016,15,200,3,1257,30,200,23,200,18,113,109,157,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50004,15,75,20021,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20022,D_Enemy_Forest_1001_L024_02,20017,15,200,3,1248,30,207,25,207,21,110,96,157,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50018,15,75,20022,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20023,D_Enemy_Forest_1001_L024_03,20018,15,200,3,1275,30,193,31,193,27,103,106,157,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50019,15,75,20023,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20327,D_Enemy_Forest_1001_L024_01_02,20016,47,200,7,8074,94,582,63,582,57,200,177,298,83,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50310,275,235,20262,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20328,D_Enemy_Forest_1001_L024_02_02,20017,47,200,7,8074,94,582,63,582,57,200,177,298,83,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50311,275,235,20263,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20329,D_Enemy_Forest_1001_L024_03_02,20018,47,200,7,8052,94,571,59,571,52,204,207,298,83,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50312,275,235,20264,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20024,D_Enemy_Forest_1001_L027_01,20019,16,200,3,1460,32,214,27,214,22,114,99,162,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50005,15,80,20024,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20025,D_Enemy_Forest_1001_L027_02,20020,16,200,3,1491,32,199,32,199,28,107,110,162,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50020,15,80,20025,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20026,D_Enemy_Forest_1001_L027_03,20021,16,200,3,1460,32,214,27,214,22,114,99,162,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50021,15,80,20026,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20027,D_Enemy_Forest_1001_L031_01,20022,25,200,4,6846,50,309,44,309,39,130,132,214,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50006,40,125,20027,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20028,D_Enemy_Forest_1001_L031_02,20023,25,200,4,6790,50,327,37,327,32,139,116,214,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50022,40,125,20028,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20110,D_Enemy_Forest_1001_L031_01_02,20022,50,200,7,9425,100,589,77,589,70,199,209,314,92,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50006,300,250,20110,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20111,D_Enemy_Forest_1001_L031_02_02,20023,50,200,7,9225,100,601,62,601,55,216,218,314,92,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50022,300,250,20111,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20030,D_Enemy_Forest_1001_L033_01,20025,7,200,2,824,14,167,17,167,14,87,81,128,16,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50007,4,35,20030,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20031,D_Enemy_Forest_1001_L033_02,20026,7,200,2,824,14,167,17,167,14,87,81,128,16,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50023,4,35,20031,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20032,D_Enemy_Forest_1001_L033_03,20027,7,200,2,824,14,167,17,167,14,87,81,128,16,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50024,4,35,20032,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20205,D_Enemy_Forest_FsT11_P010,20172,85,200,14,134940,170,1286,114,1286,106,242,244,367,166,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",95,50137,1375,425,20205,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20323,D_Enemy_Forest_UniqueP_Rosso,10007,30,200,4,8775,60,362,43,362,38,152,128,233,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",10071,10050,100,150,20261,"[0, 0, 0]","[-0.10000000149011612, 0.10000000149011612]",1,195,195,195,195,"[0, 0, 0]",194,0,0,0
20095,D_Enemy_Snow_1001_L001_01,20084,1,200,2,402,2,153,9,153,6,74,63,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50025,2,13,20095,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20096,D_Enemy_Snow_1001_L001_02,20085,1,200,2,402,2,153,9,153,6,74,63,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50026,2,13,20096,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20097,D_Enemy_Snow_1001_L001_03,20086,1,200,2,402,2,153,9,153,6,74,63,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50027,2,13,20097,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20099,D_Enemy_Snow_1001_L002_01,20088,1,200,2,406,2,148,10,148,7,73,68,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50028,2,13,20099,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20100,D_Enemy_Snow_1001_L002_02,20089,1,200,2,402,2,153,9,153,6,74,63,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50029,2,13,20100,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20101,D_Enemy_Snow_1001_L002_03,20090,1,200,2,402,2,153,9,153,6,74,63,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50030,2,13,20101,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20103,D_Enemy_Snow_1001_L010_01,20092,18,200,3,1481,36,216,31,216,26,118,111,170,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50031,15,90,20103,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20104,D_Enemy_Snow_1001_L010_02,20093,18,200,3,1467,36,223,29,223,25,120,105,170,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50032,15,90,20104,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20105,D_Enemy_Snow_1001_L010_03,20094,18,200,3,1467,36,223,29,223,25,120,105,170,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50033,15,90,20105,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20051,D_Enemy_Snow_1001_L013_01,20040,37,200,5,14805,74,390,54,390,48,168,152,259,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50034,150,185,20051,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20052,D_Enemy_Snow_1001_L013_02,20041,37,200,5,14805,74,390,54,390,48,168,152,259,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50035,150,185,20052,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20053,D_Enemy_Snow_1001_L013_03,20042,37,200,5,14730,74,390,48,390,42,174,170,259,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50036,150,185,20053,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20055,D_Enemy_Snow_1001_L016_01,20044,15,200,3,1260,30,200,27,200,23,109,102,157,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50037,15,75,20055,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20056,D_Enemy_Snow_1001_L016_02,20045,15,200,3,1275,30,193,31,193,27,103,106,157,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50038,15,75,20056,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20057,D_Enemy_Snow_1001_L016_03,20046,15,200,3,1275,30,193,31,193,27,103,106,157,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50039,15,75,20057,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20228,D_Enemy_Snow_1001_L016_01_2,20044,35,200,5,12844,70,368,57,368,51,155,157,250,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50037,150,175,20265,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20229,D_Enemy_Snow_1001_L016_02_2,20045,35,200,5,12805,70,377,51,377,45,163,147,250,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50038,150,175,20266,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20230,D_Enemy_Snow_1001_L016_03_2,20046,35,200,5,12740,70,377,45,377,39,168,164,250,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50039,150,175,20267,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20059,D_Enemy_Snow_1001_L017_01,20048,18,200,3,1477,36,216,26,216,22,123,118,170,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50040,15,90,20059,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20060,D_Enemy_Snow_1001_L017_02,20049,18,200,3,1481,36,216,31,216,26,118,111,170,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50041,15,90,20060,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20061,D_Enemy_Snow_1001_L017_03,20050,18,200,3,1477,36,216,26,216,22,123,118,170,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50042,15,90,20061,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20063,D_Enemy_Snow_1001_L021_01,20052,1,200,2,406,2,148,10,148,7,73,68,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50043,2,13,20063,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20064,D_Enemy_Snow_1001_L021_02,20053,1,200,2,406,2,148,10,148,7,73,68,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50044,2,13,20064,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20065,D_Enemy_Snow_1001_L021_03,20054,1,200,2,406,2,148,10,148,7,73,68,110,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50045,2,13,20065,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20330,D_Enemy_Snow_1001_L021_01_02,20052,45,200,7,8550,90,555,63,555,57,192,181,289,79,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,50043,250,225,20268,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
20331,D_Enemy_Snow_1001_L021_02_02,20053,45,200,7,8550,90,555,63,555,57,192,181,289,79,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50044,250,225,20269,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 0, 0]",194,0,0,0
