m_id,m_ShowOrder,m_CategoryID,m_TypeID,m_Rare,m_TexID,m_NameID,m_DetailID,m_WeaponTypeID,m_MagicTypeID,m_EquipLock,m_LevelValue,m_ExclusivePlayerID,m_ExclusiveJobID,m_Param,m_Rank,m_Variation,m_SkillID,m_BuyValue,m_MaterialCheck,m_MaterialNum,m_MaterialItemID,m_MaterialEquipID,m_SlotShapeID,m_MateriaRarityLimit,m_GrowthEquipBonusID,m_EquipSkillTypeID
30079,125,3,11,1,500,25021,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30080,133,3,11,1,500,25021,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30081,1,3,11,1,500,25024,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30082,7,3,11,1,500,25024,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30083,13,3,11,1,500,25024,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30084,19,3,11,1,500,25024,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30085,25,3,11,1,500,25024,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30086,38,3,11,1,500,25025,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30087,44,3,11,1,500,25025,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30088,50,3,11,1,500,25025,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30089,56,3,11,1,500,25025,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30090,62,3,11,1,500,25025,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30091,75,3,11,1,500,25026,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30092,81,3,11,1,500,25026,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30093,87,3,11,1,500,25026,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30094,93,3,11,1,500,25026,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30095,99,3,11,1,500,25026,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30096,105,3,11,1,500,25027,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30097,111,3,11,1,500,25027,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30098,117,3,11,1,500,25027,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30099,123,3,11,1,500,25027,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30100,129,3,11,1,500,25027,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30101,2,3,11,1,500,25030,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30102,8,3,11,1,500,25030,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30103,14,3,11,1,500,25030,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30104,20,3,11,1,500,25030,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30105,27,3,11,1,500,25030,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30106,39,3,11,1,500,25031,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30107,45,3,11,1,500,25031,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30108,51,3,11,1,500,25031,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30109,57,3,11,1,500,25031,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30110,64,3,11,1,500,25031,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30111,76,3,11,1,500,25032,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30112,82,3,11,1,500,25032,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30113,88,3,11,1,500,25032,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30114,94,3,11,1,500,25032,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30115,100,3,11,1,500,25032,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30116,106,3,11,1,500,25033,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30117,112,3,11,1,500,25033,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30118,118,3,11,1,500,25033,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30119,124,3,11,1,500,25033,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30120,131,3,11,1,500,25033,0,0,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0]",0,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30121,6355,3,11,1,500,25036,0,0,0,194,1,0,0,"[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40200, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[40, 0, 0, 0, 0]"
30122,6354,3,11,1,500,25042,0,0,0,194,1,0,0,"[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40201, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[41, 0, 0, 0, 0]"
30123,6353,3,11,1,500,25048,0,0,0,194,1,0,0,"[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40202, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[42, 0, 0, 0, 0]"
30124,6352,3,11,1,500,25054,0,0,0,194,1,0,0,"[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40203, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[43, 0, 0, 0, 0]"
30125,6351,3,11,1,500,25060,0,0,0,194,1,0,0,"[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40204, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[44, 0, 0, 0, 0]"
30126,6350,3,11,1,500,25066,0,0,0,194,1,0,0,"[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40205, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[45, 0, 0, 0, 0]"
30127,6405,3,11,1,500,25037,0,0,0,194,1,0,0,"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40200, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[40, 0, 0, 0, 0]"
30128,6404,3,11,1,500,25043,0,0,0,194,1,0,0,"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40201, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[41, 0, 0, 0, 0]"
30129,6403,3,11,1,500,25049,0,0,0,194,1,0,0,"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40202, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[42, 0, 0, 0, 0]"
30130,6402,3,11,1,500,25055,0,0,0,194,1,0,0,"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40203, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[43, 0, 0, 0, 0]"
30131,6401,3,11,1,500,25061,0,0,0,194,1,0,0,"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40204, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[44, 0, 0, 0, 0]"
30132,6400,3,11,1,500,25067,0,0,0,194,1,0,0,"[0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40205, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[45, 0, 0, 0, 0]"
30133,6455,3,11,1,500,25038,0,0,0,194,1,0,0,"[0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40206, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[40, 0, 0, 0, 0]"
30134,6454,3,11,1,500,25044,0,0,0,194,1,0,0,"[0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40207, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[41, 0, 0, 0, 0]"
30135,6453,3,11,1,500,25050,0,0,0,194,1,0,0,"[0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40208, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[42, 0, 0, 0, 0]"
30136,6452,3,11,1,500,25056,0,0,0,194,1,0,0,"[0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40209, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[43, 0, 0, 0, 0]"
30137,6451,3,11,1,500,25062,0,0,0,194,1,0,0,"[0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40210, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[44, 0, 0, 0, 0]"
30138,6450,3,11,1,500,25068,0,0,0,194,1,0,0,"[0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40211, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[45, 0, 0, 0, 0]"
30139,6505,3,11,1,500,25039,0,0,0,194,1,0,0,"[0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40206, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[40, 0, 0, 0, 0]"
30140,6504,3,11,1,500,25045,0,0,0,194,1,0,0,"[0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40207, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[41, 0, 0, 0, 0]"
30141,6503,3,11,1,500,25051,0,0,0,194,1,0,0,"[0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,"[40208, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[42, 0, 0, 0, 0]"
