m_id,m_OwnerQuest,m_TaskType,m_TaskNo,m_HideTask,m_Purpose,m_Synopsis,m_NextDestination,m_DestNpcSetLabel,m_DestPathName,m_ClearedQuest,m_OpenConditionID,m_StartConditionID,m_InvalidConditionID,m_ReorderMax,m_ReorderInterval,m_SubClearConditionID,m_ClearConditionID,m_CondQuest,m_CondQuestTask,m_OwnerUniqueChara,m_EventID,m_EnemyID,m_EnemyRaceID,m_ItemID,m_EquipID,m_IntParam,m_StrParam,m_StartEvent,m_ShowStartUI,m_QuestStartEffectType,m_ClearEvent,m_ShowClearUI,m_QuestClearEffectType,m_TaskItemId,m_TaskItemNum,m_BlockadeIgnoreRouteSearch
1512,2082040,2,2,194,208204025,208204026,132,QuTr_PC082_04_03,PathActorBP64,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7110,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1513,2082040,2,3,194,208204035,208204036,10034,QuTr_PC082_04_04,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7111,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1259,2083010,1,0,194,0,0,2,QuTr_PC083_01_01,PathActorBP4,"[1004010, 0, 0, 0]","[1000003, 0]","[103566, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1260,2083010,2,1,194,208301015,208301016,2,QuTr_PC083_01_02,PathActorBP12,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6441,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6439,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1261,2083010,2,2,194,208301025,208301026,2,QuTr_PC083_01_03,PathActorBP111,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6442,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1262,2083020,1,0,194,0,0,2,QuTr_PC083_02_01,PathActorBP4,"[2083010, 0, 0, 0]","[93191, 0]","[103566, 93192, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1263,2083020,2,1,194,208302015,208302016,7,QuTr_PC083_02_02,PathActorBP49,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6444,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6443,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1264,2083020,2,2,194,208302025,208302026,2,QuTr_PC083_02_03,PathActorBP111,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6445,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1265,2083030,1,0,194,0,0,2,QuTr_PC083_03_01,PathActorBP4,"[2083020, 0, 0, 0]","[0, 0]","[103566, 93192, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1266,2083030,2,1,194,208303015,208303016,65,QuTr_PC083_03_02,PathActorBP12,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6448,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6446,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1267,2083030,2,2,194,208303025,208303026,7,QuTr_PC083_03_03,PathActorBP49,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6449,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1268,2083030,2,3,194,208303035,208303036,2,QuTr_PC083_03_04,PathActorBP111,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6450,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1269,2083040,1,0,194,0,0,2,QuTr_PC083_04_01,PathActorBP4,"[2083030, 0, 0, 0]","[0, 0]","[103566, 93192, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1270,2083040,2,1,194,208304015,208304016,125,QuTr_PC083_04_02,PathActorBP68,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6453,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6451,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1328,2084010,1,0,194,0,0,10020,QuTr_PC084_01_01,PathActorBP61,"[1006010, 0, 0, 0]","[1000007, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1329,2084010,2,1,194,208401015,208401016,10020,QuTr_PC084_01_02,PathActorBP63,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6739,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6738,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1330,2084010,2,2,194,208401025,208401026,10020,QuTr_PC084_01_03,PathActorBP61,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6740,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1331,2084010,2,3,194,208401035,208401036,10020,QuTr_PC084_01_04,PathActorBP29,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6741,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1332,2084020,1,0,194,0,0,10020,QuTr_PC084_02_01,PathActorBP10,"[2084010, 0, 0, 0]","[93196, 0]","[103012, 93197, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1333,2084020,2,1,194,208402015,208402016,10025,QuTr_PC084_02_02,PathActorBP5,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6746,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6742,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1334,2084030,1,0,194,0,0,10020,QuTr_PC084_03_01,PathActorBP10,"[2084020, 0, 0, 0]","[0, 0]","[103012, 93197, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1335,2084030,2,1,194,208403015,208403016,10020,QuTr_PC084_03_02,PathActorBP2,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6748,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6747,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1336,2084030,2,2,194,208403025,208403026,10020,QuTr_PC084_03_03,PathActorBP101,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6750,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1337,2084040,1,0,194,0,0,10020,QuTr_PC084_04_01,PathActorBP10,"[2084030, 0, 0, 0]","[0, 0]","[103012, 93197, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1338,2084040,2,1,194,208404015,208404016,10020,QuTr_PC084_04_02,PathActorBP63,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6752,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6751,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1339,2084040,2,2,194,208404025,208404026,10025,QuTr_PC084_04_03,PathActorBP23,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6754,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1340,2084040,2,3,194,208404035,208404036,10020,QuTr_PC084_04_04,PathActorBP10,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6755,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1233,2086010,1,0,194,0,0,10001,QuTr_PC086_01_01,PathActorBP47,"[1005010, 0, 0, 0]","[1000014, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1234,2086010,2,1,194,208601015,208601016,10001,QuTr_PC086_01_02,PathActorBP40,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6513,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6512,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1235,2086010,2,2,194,208601025,208601026,10002,QuTr_PC086_01_03,PathActorBP16,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6514,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1236,2086020,1,0,194,0,0,10001,QuTr_PC086_02_01,PathActorBP47,"[2086010, 0, 0, 0]","[93206, 0]","[103012, 93207, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1237,2086020,2,1,194,208602015,208602016,10002,QuTr_PC086_02_02,PathActorBP16,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6516,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6515,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1238,2086020,2,2,194,208602025,208602026,10005,QuTr_PC086_02_03,PathActorBP18,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6518,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1239,2086020,2,3,194,208602035,208602036,10002,QuTr_PC086_02_04,PathActorBP16,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6519,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1240,2086030,1,0,194,0,0,10001,QuTr_PC086_03_01,PathActorBP47,"[2086020, 0, 0, 0]","[0, 0]","[103012, 93207, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1241,2086030,2,1,194,208603015,208603016,10001,QuTr_PC086_03_02,PathActorBP38,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6521,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6520,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1242,2086030,2,2,194,208603025,208603026,10001,QuTr_PC086_03_03,PathActorBP12,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6522,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1243,2086030,2,3,194,208603035,208603036,10005,QuTr_PC086_03_04,PathActorBP28,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6524,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1244,2086040,1,0,194,0,0,10001,QuTr_PC086_04_01,PathActorBP47,"[2086030, 0, 0, 0]","[0, 0]","[103012, 93207, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1245,2086040,2,1,194,208604015,208604016,10008,QuTr_PC086_04_02,PathActorBP63,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6526,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6525,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1246,2086040,2,2,194,208604025,208604026,10008,QuTr_PC086_04_03,PathActorBP43,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6528,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1247,2086040,2,3,194,208604035,208604036,10001,QuTr_PC086_04_04,PathActorBP47,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6529,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1662,2088010,1,0,194,0,0,10016,QuTr_PC088_01_01,PathActorBP47,"[1005020, 0, 0, 0]","[1000021, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1663,2088010,2,1,194,208801015,208801016,28,QuTr_PC088_01_02,PathActorBP14,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7312,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",7311,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1664,2088010,2,2,194,208801025,208801026,126,QuTr_PC088_01_03,PathActorBP32,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7314,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1665,2088010,2,3,194,208801035,208801036,10014,QuTr_PC088_01_04,PathActorBP86,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7315,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1666,2088020,1,0,194,0,0,10014,QuTr_PC088_02_01,PathActorBP103,"[2088010, 0, 0, 0]","[93216, 0]","[103012, 93217, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1667,2088020,2,1,194,208802015,208802016,126,QuTr_PC088_02_02,PathActorBP32,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7317,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",7316,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1668,2088020,2,2,194,208802025,208802026,126,QuTr_PC088_02_03,PathActorBP25,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7319,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1669,2088020,2,3,194,208802035,208802036,10016,QuTr_PC088_02_04,PathActorBP47,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7320,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1670,2088030,1,0,194,0,0,10014,QuTr_PC088_03_01,PathActorBP103,"[2088020, 0, 0, 0]","[0, 0]","[103012, 93217, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1671,2088030,2,1,194,208803015,208803016,126,QuTr_PC088_03_02,PathActorBP32,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7322,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",7321,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1672,2088030,2,2,194,208803025,208803026,126,QuTr_PC088_03_03,PathActorBP69,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7323,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1673,2088040,1,0,194,0,0,10014,QuTr_PC088_04_01,PathActorBP103,"[2088030, 0, 0, 0]","[0, 0]","[103012, 93217, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1674,2088040,2,1,194,208804015,208804016,126,QuTr_PC088_04_02,PathActorBP23,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7325,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",7324,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1675,2088040,2,2,194,208804025,208804026,126,QuTr_PC088_04_03,PathActorBP28,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7327,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1551,2089010,1,0,194,0,0,10034,QuTr_PC089_01_01,PathActorBP3,"[1007010, 0, 0, 0]","[0, 93221]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1552,2089010,2,1,194,208901015,208901016,10034,QuTr_PC089_01_02,PathActorBP34,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6870,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6868,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1553,2089020,1,0,194,0,0,10034,QuTr_PC089_02_01,PathActorBP95,"[2089010, 0, 0, 0]","[0, 0]","[103012, 93222, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1554,2089020,2,1,194,208902015,208902016,56,QuTr_PC089_02_02,PathActorBP7,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6872,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6871,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1555,2089020,2,2,194,208902025,208902026,60,QuTr_PC089_02_03,PathActorBP30,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6873,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1556,2089030,1,0,194,0,0,10034,QuTr_PC089_03_01,PathActorBP95,"[2089020, 0, 0, 0]","[0, 0]","[103012, 93222, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1557,2089030,2,1,194,208903015,208903016,10034,QuTr_PC089_03_02,PathActorBP59,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6875,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6874,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1558,2089030,2,2,194,208903025,208903026,57,QuTr_PC089_03_03,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6876,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1559,2089030,2,3,194,208903035,208903036,10034,QuTr_PC089_03_04,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6877,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1560,2089040,1,0,194,0,0,10034,QuTr_PC089_04_01,PathActorBP95,"[2089030, 0, 0, 0]","[0, 0]","[103012, 93222, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1561,2089040,2,1,194,208904015,208904016,10034,QuTr_PC089_04_02,PathActorBP6,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6879,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6878,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
